名称,摘要
海带烫煮船,本发明涉及一种海带加工装置。为解决现有海带收获烫煮船在作业过程中所存在的技术缺陷，本发明提供一种新型结构的海带烫煮船，包括船体，在船体甲板中部设有沿船体走向的烫煮槽，烫煮槽下方的船舱内部设有锅炉舱，船舱尾部设有动力装置，其特征在于：所述船体船首部位设有冷却舱，冷却舱与烫煮槽相邻设置，在冷却舱的上方设有横吊车；同时该海带烫煮船还包括海带输送装置、冷却水循环系统。该海带烫煮船通过合理地设计循环水系统，充分利用远海海水循环快的特点，可以使烫煮水及冷却水实现快速交换，有效解决了陆地烫煮资源浪费、污染严重的技术问题。
割草机,本发明涉及一种割草机(1)；该割草机具有切割宽度调整机构、刀具外壳铰接机构，并且割草机提供方便的维修和储存位置。割草机(1)包括限定操作员位置的座椅(3)、前安装切割台(8)、至少第一刀杆和第二刀杆、用于将脚踏板(6a-6b)连接到割草机(1)的铰链机构、用于将方向盘(4)连接到割草机(1)的枢转支撑臂(5)、以及用于将割草机(1)升高到直立位置的可移动臂(10)，第一刀杆封罩在第一刀具外壳(12)内可围绕第一竖直轴线(Y1)转动，第二刀杆封罩在第二刀具外壳(13)内可围绕第二竖直轴线(Y2)转动，第一和第二轴线(Y1，Y2)彼此间隔开一横向距离(d)，其中能够将轴线(Y1，Y2)之间的横向距离(d)调整以增加或减少。而且，刀具外壳(12，13)能够相对于中心刀具外壳(11)的横向中心轴线(C2)改变角度和高度。而且，脚踏板(6a-6b)能够朝着割草机(1)折叠，并且方向盘(4)也能够朝着割草机(1)的座椅(3)转动，以允许可移动臂(10)将切割台(B)升高到直立位置。
联合收割机的谷粒回收部驱动构造,提供一种谷粒回收部驱动构造，包括谷粒回收部驱动构造的作业车具有向右以及左行进装置提供速度差的第1以及第2转弯机构、提高转向操作构造的转弯性能以及转弯操作的操作性。构成为与转向操作件（77）的单位操作量对应的、基于第1转弯机构（第2转弯机构）的单位速度差，在转向操作件的直进位置（N）侧的区域中小、在转向操作件（77）的转向极限侧的区域中大。将第1状态的单位速度差的变化特性和第2状态的单位速度差的变化特性设定为不同的变化特性。
一种根茎类作物根土分离装置,本发明属于农业机械，具体涉及一种根茎类作物根土分离装置，适用于玉米根茬、根茎类中药材、马铃薯等作物的根土分离作业。该装置包括牵引架、机架、传动机构、双辊碾压机构、杆条链输送机构、柔性连接飞锤击打机构、罩板、地轮和集茬箱。工作时，由拖拉机动力输出轴驱动传动机构，杆条链输送机构将落入的根茎作物向后上方输送，在输送过程中，经双辊碾压机构将根土复合体碾搓，两柔性连接飞锤击打机构相继击打根土复合体使之分离，抛出的根茎作物在冲击的作用下撞向罩板继续进行根土分离，最后落到集茬箱内，完成根土分离过程。本发明具有结构简单紧凑、造价便宜、生产效率高、劳动强度低、适用范围广、根土分离率高、损失率低等特点。
一种适用大面积藕塘挖藕设备,一种适用大面积藕塘挖藕设备，包括增压抽水机，其特征在于：所述的增压抽水机设置在一个浮架体上，所述的浮架体包括2个浮杆以及在2个浮杆的两端之间设置的左浮筒、右浮筒，支撑板上安设抽水增压机，增压抽水机输出端连接流喷射管，所述的对流喷射管包括喷射管体以及均布在喷射管体上的多个喷射口，抽水增压机输入端设置在左浮筒中并延伸出左浮筒，增压抽水机输入端的末端部还连接过滤套，在每个浮杆的上端还设置2个牵引环。本发明的有益效果：在本发明替代了以往船式挖藕，具有机械结构简单，拆装方便，操作方便。并且配合了多组流喷射管，增加了藕周围泥土切割、冲散的冲击力，大大提高了工作效率。
一种荔枝采摘柔性梳剪机构及滚动梳剪装置,本发明公开一种荔枝采摘柔性梳剪机构及滚动梳剪装置，柔性梳剪机构包括齿形板、分枝组件、分选组件和切割组件，分枝组件包括多个锥形橡胶块，各锥形橡胶块分别设于齿形板上各齿的末端，齿形板上任意相邻两个齿的齿缝中部设有一个分选组件，齿形板上任意相邻两个齿的齿根处设有一个切割组件；滚动梳剪装置带有上述柔性梳剪机构。本荔枝采摘柔性梳剪机构及滚动梳剪装置能够对荔枝有果枝条、无果枝条进行分离，并只对有果枝条进行有效剪切。
一种用于农产品采摘的移动旋转升降平台,本发明公开了一种用于农产品采摘的移动旋转升降平台，包括行走机构、旋转机构、升降平台及控制系统；其中，旋转机构包括旋转机架、主轴、轴承组、轴承座板组、齿轮组及旋转驱动电机，主轴与轴承组配合连接，轴承组固定于轴承座板组上，旋转驱动电机通过齿轮组给主轴传输旋转动力，旋转驱动电机安装在旋转机架上，主轴顶端与升降平台固定连接，旋转机架底部与行走机构连接，控制系统分别与旋转驱动电机和升降平台信号连接。本发明具有能够承受较大载荷与倾覆力矩、运动阻力小、运动精度高、运动行程大、零件通用性强、便于生产维护、造价低廉等特点，只需在该平台上配备相应的农业收获作业装置便可实现大载荷、批量化作物的机械化收获。
一种混合动力割草机,本发明涉及一种混合动力割草机，包括电动马达、汽油动力发动机、中央控制模块、主轴和蓄电池，所述主轴上设有齿轮，所述主轴的底部设有刀片，所述蓄电池用于分别为电动马达和发动机内火花塞供电，所述电动马达和所述发动机的动力输出轴分别通过第一电动离合器和第二电动离合器可驱动所述齿轮，所述中央控制模块内集成有蓄电池电压检测电路和含有中央处理器，所述蓄电池电压检测电路的信号输出端连接到所述中央处理器的信号接收端，所述中央处理器的控制端分别连接到所述电动马达、第一电动离合器、第二电动离合器和所述发动机的火花塞供电电路的受控端。本发明设置的电动马达和燃油发动机可以实现动力输出的转换。
玉米收获机,本发明公开了一种玉米收获机，属于农业机械技术领域，包括动力系统和底盘操纵系统，所述底盘操纵系统带无级变速，底盘上架前端铰接有摘穗台，所述剥皮机的主传动轴位于所述果穗升运器的主传动轴的前侧，所述果穗升运器与剥皮机之间安装有果穗均布装置，所述果穗箱支架与驱动所述果穗箱翻转的第一动力装置位于同一竖向平面内。本发明提供的玉米收获机转向灵活，转弯半径小，操纵方便；果穗均布装置使得果穗输送流程在果穗升运器与剥皮机之间成Z型回转，最大限度的缩短了车身，玉米收获机长度可小于7200mm；并且特别适合收割低矮作物，整车重心分布合理，工作效率高，特别适用于中原玉米、小麦轮作区的玉米收获。
再循环草盛装装置和方法,本发明涉及在用于割草机的再循环盛装装置中使草屑与空气分离的装置和方法。例如，用于割草机的再循环盛装装置可包括：用于收集从割草机排出的草屑的集草隔间、和与所述集草隔间连通并设置在集草隔间下方的排气通道。所述集草隔间可具有用于接收和支承收集到的草屑的不透气底面。所述排气通道可用于使从割草机排出的空气穿过所述集草隔间并排出盛装装置。
一种收割机和存放所述收割机的支承轮的方法,本发明公开了一种收割机和存放所述收割机的支承轮的方法，收割机(10)包括附件(100)，用于将支承轮(40)的支承臂(42)可旋转地支承在收割台(20)的框架(30)上，该附件包括第一承载装置(102)，该第一承载装置有基本水平轴线(62)，用于将支承轮的支承臂可旋转地支承在附件上，这样，支承臂可在操作位置和收藏位置之间倾斜。根据本发明，附件(100)还包括第二承载装置(104)，该第二承载装置(104)有基本竖直轴线(52)，用于将附件可旋转地支承在框架上，这样，附件可在第一位置和第二位置之间倾斜，在该第一位置，第一承载装置的轴线(62)基本横向于运行方向(F)，在该第二位置，第一承载装置的轴线(62)基本平行于运行方向。
用于农用除草机的安全罩,本发明涉及一种用于农用除草机的安全罩，其中浮动构件布置成在除草过程中保持罩体浮动在地面上以安全的和容易的方式执行除草工作，此外，罩体的两侧表面均具有相应的散布孔，其不仅仅用于防止除草机被切割的草或者物体损坏，还改善了工人的安全性。为了完成本发明的目的，根据本发明的用于农用除草机的安全罩包括罩体，罩体具有敞开的底部、具有敞开部的侧表面、和具有用于插入切割器安装单元和固定轴于其中的开口的顶表面，并且所述罩体具有从所述敞开的侧表面延伸以按压草的按压装置，其中，所述罩体进一步包括浮动构件，浮动构件布置在面向按压装置的位置处以减少经由轴传递的力并使罩体在除草过程中能够浮动。
一种结球类蔬菜收获机的拔取装置,本发明公开了一种结球类蔬菜收获机的拔取装置。包括支架、引拔机构、输送机构和拨轮机构。支架为左右对称结构，左支架与右支架通过横梁相连。引拔机构包括锥形引拔器、引拔器连接板、主连接板、关节轴承，随着整机向前运动引拔机构将结球类蔬菜从地里连根拔起。输送机构包括连接板、轴承、皮带轮、从动轴和传送带，用于将拔起的蔬菜向上输送。拨轮机构包括拨轮、液压马达、安装杆、连接杆和支撑杆，辅助将蔬菜送至输送机构。本发明通过引拔机构和拨轮机构的有效配合，实现了将结球类蔬菜从地里连根拔起，并送至输送机构，适用于结球类蔬菜的拔取，减少了在拔取过程中对蔬菜造成的破损。
摘穗秸秆切断单元体,本发明具体涉及一种收获玉米果穗的同时将秸秆切断的摘穗秸秆切断单元体，主要由分禾装置、摘穗装置、秸秆切断装置和传动部分组成，其中分禾装置位于整个单元体的前端，分禾装置下方为两个小变速箱，小变速箱通过轴与主变速箱相连，其底部与秸秆切断装置相连，秸秆切断装置包括动刀和定刀，定刀设置在动刀下方，分禾装置后方为摘穗装置，摘穗装置包括一对拉茎辊和拉茎辊上方的摘穗板，摘穗装置后方连接主变速箱，为摘穗提供动力，主变速箱上方的输出链轮与分禾装置的上方的链轮通过链子相连，为拨禾提供动力。本发明与现有技术相比，在单元体上增加秸秆切断装置，结构合理紧凑，同时实现了收获果穗和秸秆切断的功能。
一种秸秆收集车,本发明公开了一种秸秆收集车，本发明包括车箱和支持车箱行走的行走轮Ⅰ，车箱的前侧设有拾拣装置，拾拣装置包括用于将地面上秸秆提升输送到车箱内的提升输送装置。本发明在行走时，通过驱动提升输送装置，使提升输送装置将地面上的秸秆拾起输送到车箱内，实现了对行走经过的秸秆的自行拾拣和装车。
园艺工具的折叠推杆机构,本发明揭示了一种园艺工具的折叠推杆机构，包括推杆元件、与推杆元件相配接的固定座以及固定安装在园艺工具的机身上的固定块。该折叠推杆机构还包括相互配接的第一锁紧元件和第二锁紧元件，推杆元件可推动第一锁紧元件沿着第一方向移动，第一锁紧元件可推动第二锁紧元件沿着第二方向移动，当推杆元件处于锁定状态时，第二锁紧元件同时与固定块和固定座相互配接；当推杆元件处于释放状态时，第二锁紧元件与固定座相脱开而与固定块相配接。该机构的操作步骤简洁、比较人性化。
一种茎秆连续打捆的玉米收获机,一种茎秆连续打捆的玉米收获机，属于机械制造技术领域，采用车体、拨禾器、切割锯、夹持链和打捆机构成，在夹持链尾端和打捆机之间的车体上安装有拉茎挤压辊组和切段刀辊组，切段刀辊组由两个与车体底盘垂直的辊柱构成，辊柱上有刀片，刀片轴向固定在辊柱上，俯视呈放射状，切段刀辊组在拉茎挤压辊组的后部。工作时，切段刀辊组的两个辊柱相对向内旋转，割下的茎秆被夹持链送入拉茎挤压辊组处，拉茎挤压辊组快速将茎秆拉入，茎秆在拉茎挤压辊组作用下被快速送到切段辊组，由于拉茎挤压辊和切段辊的速度相同，切段辊组把拉茎挤压辊组送来的茎秆切成若干个相互连接的小段，送入打捆机打捆。由于被切段辊组切成互相连接的小段，在输送过程中又被搅成交合的状态，使打捆后不掉料，不散包，适合多次搬运和长途运输储存，解决了粉碎后打捆掉料散包问题。
一种茯苓挖掘机,本发明涉及农业机械领域，具体地说是一种茯苓挖掘机，包括手扶拖拉机、液压导向杆、犁地铲头、挖掘铲头、两个角度调节装置和旋切装置，所述的手扶拖拉机上设置有安装平台，液压导向杆位于安装平台的左下方，犁地铲头和挖掘铲头分别安装在两个角度调节装置上，两个角度调节装置分别位于液压导向杆的两侧，且角度调节装置与安装平台之间通过螺栓相连接，旋切装置位于液压导向杆的右前方，且旋切装置与安装平台固连。本发明可以实现茯苓与段木的旋切分离、茯苓的挖掘、段木的挖掘和翻转等功能，为茯苓的采收提供了一种机械化作业的途径，有效地提高了茯苓采收的效率，解决了人工采收过程中工作量大、采收进程缓慢和劳动强度大等问题。
一种小型双行大蒜联合收获机,一种小型双行大蒜联合收获机，涉及一种大蒜联合收获机，包括机架、发动机、减速器和行走轮，在机架的下端设有两个行走轮，在机架的前部设有一根旋转轴，在旋转轴上由其下端向上依次固定有圆盘缺口梨刀、旋转刀片和拨禾杆，旋转轴通过高度调节装置与机架连接，在旋转轴的两侧分别设有限深轮，限深轮通过带有限深调节孔的调节杆与机架连接；在圆盘缺口梨刀的后方依次设有栅格筛床犁头和栅格筛床，栅格筛床的上方设有拨禾轮，拨禾轮上设置的拨禾齿与栅格筛床犁头和栅格筛床上设置的通槽相对应，栅格筛床的后端设有收集装置；其结构紧凑，功率小，节能，操作灵活，非常适应广大的农民朋友使用。
甘蔗收割机割台,本发明公开了一种甘蔗收割机割台，包括有机架，安装在所述机架上的立柱及其升降滑块，在所述升降滑块的一侧连接有由所述立柱和升降滑块之间连接的丝杆副和通过减速机构与丝杆副连接的升降电机等构成的电动升降机构。在所述升降滑块的另一侧连接有装有主电机和双旋转割刀盘的切割器，在所述机架与所述切割器之间安装有平衡其重量的平衡缸。在所述机架下部还安装有切割器升降传感器，组成由所述切割器升降传感器、升降控制器、电动升降机构等构成的切割器高度自动调节系统，此系统可以根据实际收割地形情况实时调整所述切割器高度。本发明与现有技术相比，解决了现有甘蔗收割机割台地形适应能力差、收割效率较低，收割成本较高的问题。
一种垄顶自清理折叠式多行甘薯挖掘收获机,本发明涉及一种垄顶自清理折叠式多行甘薯挖掘收获机，属于农业机械技术领域。该机包括矩形机架，机架由中部框架和与中部框架铰接的可折叠左、右端部框架构成，中部框架的前侧支撑在一对限深轮上，中部框架和左、右端部框架的后侧分别装有挖掘犁，机架后侧中间铰装支撑具有内螺纹的左、右旋转套，左、右旋转套中分别装有与之相配的左、右升降螺杆，左、右升降螺杆的外端分别与左、右端部框架的外端铰接。本发明可以同时起获多垄甘薯，生产效率高，当需要在田间转移或运输时，由于左、右两侧的端部框架通过销轴与机架的中部框架铰接，因此通过操纵升降螺杆可将两侧的挖掘犁收起、折叠，明显减小机具幅宽，大大方便转移、运输。
联合收割机粮箱出粮搅龙管电动收放装置,本发明涉及一种联合收割机粮箱出粮搅龙管电动收放装置，在连接块上固定有电动机，在电动机的输出轴上固定有主动链轮，在连接块上转动安装有螺杆，在螺杆的端部固定有被动链轮，在主动链轮与被动链轮上设有链条；在出粮搅龙管上铰接有连接板，在连接板上固定有连接管，连接管的管内壁具有内螺纹，所述螺杆螺接在连接管内；在连接块上固定有安全护管，所述连接管位于安全护管内，在安全护管的外壁上固定有连接座。本发明与现有技术相比在联合收割机粮仓满放粮时，同样实现出粮搅龙管的放下与收拢的动作；本发明操纵方便简单、安装维修方便、成本较低。
一种森林种子雨离地收集器,一种森林种子雨离地收集器，本发明涉及一种森林种子雨离地收集器，本发明为了解决现有技术中的种子雨收集器收集的种子容易被风吹走，实验精确性低，种子雨收集装置不稳固使用寿命短，以及人工拣种子速度慢的问题，所述收集器包括支撑系统和接收系统，支撑系统包括圆柱形支撑杆、连接构件和支撑固定套，接收系统包括固定框架和内置网；圆柱形支撑杆的底端加工有锥形头，沿支撑固定套的上端面向下加工有通孔，通孔的中心线与支撑固定套的中心线重合，圆柱形支撑杆的顶端与连接构件固定连接，内置网均匀铺设固定在固定框架的内表面上，连接构件与固定框架固定，支撑固定套套设在圆柱形支撑杆上，本发明适用于森林生态种子雨监测研究中。
小林果实采收装置,本发明为一种小林果实采收装置，涉及林业机械，特别是一种林业经济林≤20mm小林果实的采摘装置。主要由机架和在其上固定的小型汽油机、皮带轮机构、负压风机、果实收集灌、采摘工作头组成，所述的采摘工作头为变频振动采摘工作头组件，小型汽油机通过皮带轮机构与智能永磁发电机联接，所述的智能永磁发电机可发出稳定的24—26V直流电源，该电源通过电控制器与采摘工作头上设置的直流无刷电动机连接，永磁无刷电动机直接驱动主动轮使工作头组件产生振动。
秸秆翻晒机,本发明公开了一种秸秆翻晒机，它是在底架的前端设有前轴，底架的中部设有驱动轴，底架的后端设有后轴，前轴的左右两侧设有前履带轮，驱动轴的左右两侧设有履带驱动轮，后轴的左右两侧设有后履带轮，左右两侧的履带轮上分别装有履带，底架的左后侧设有行走驱动电机，行走驱动电机的前端设有蜗轮箱，底架的后中部设有操纵臂，操纵臂的上端设有上支架，上支架的上端设有左翻杆随动槽轮，操纵杆的下端设有下支架，下支架的下端装有右拉杆随动槽轮，底架的前端设有挑杆，操纵臂的后端设有操纵手柄，作业时，由操作者双手握住操作手柄，用右手转动行走控制开关，在左齿形皮条翻杆、撑杆及压杆的协同下实现翻转。
割伐机割伐盘的防缠轴与紧固装置,本发明公开了一种割伐机割伐盘的防缠轴与紧固装置，包括锯伐盘（1）、惯性盘（2）、连结螺栓（3）、机座（4）、机座轴承(5)、锯伐锯齿（10）、转动轴（11）、定位上压盖（12）、定位下压盖（13）、止紧螺帽（18）、转动轴端部螺旋（19）、定位上压盖内孔（20）、定位上压盖六棱孔（21）、定位上压盖内环（22）、其特征在于：一动刀片（6）和动刀柄（7）由动刀固紧螺栓（9）固定在转动轴（11）上，定刀片（8）焊接固定在机座（4）上，定位上压盖上的内孔（20）内开有一个缺口（23），定位下压盖上的内孔内也开有一个缺口，紧固压片（14）上的紧固压片内舌（16）伸入上下压盖上的内孔内的缺口（23）中，将紧固压片（14）上的紧固压片外止紧片（15）扳弯压住止紧螺帽（19）。
一种花生联合收获机的收获台,本发明涉及一种花生联合收获机的收获台，利用弹性压杆部件与多个夹持链之间形成的夹紧力，使得花生秧蔓在单根夹持链的带动下向后输送，并在转弯处辅之拨指带，弹性压杆头部导向弯曲，实现了花生秧蔓的转向，并且，在两路合并处设置一对弹性压片，起到导向作用，最终实现了双夹持输送通道的合并。本发明的另一特点在于，还通过在机架的下主梁上沿下主梁轴向活动固定焊接架，使焊接架及其上固定连接的第一拔起夹持链，第一、第五弹性压杆部件等部件一起水平左右移动，同时，调节第二弹性压杆部件上的第二压杆的伸缩长度，使得第二压杆与第五压杆保持衔接状态。可根据两垄花生的垄距进行手动调节，本发明大大提高了花生收获台的通用性。
用于便携式作业工具的把手和装配有该把手的便携式作业工具,一种用于便携式作业工具的把手和装配有该把手的便携式作业工具。本发明提供了一种设置在便携式作业工具的中空把手管周围的把手。该把手包括：开关单元，配置为控制便携式作业工具的操作；抓握部，用于使得操作人员能够保持便携式作业工具，该抓握部在延伸方向上延伸并具有一端和与所述一端相对的另一端；管插入部，形成在抓握部的所述一端处并形成有管插入孔，中空把手管从管插入孔插入；和开关安装部，形成在抓握部的所述另一端并形成有开关安装孔，开关单元安装在开关安装孔中，抓握部、管插入部和开关安装部由弹性材料一体地形成。
红花采收机,本发明涉及一种红花采收机，包括机架、悬挂装置，所述的悬挂装置设在机架上，所述的机架上设有吸花装置和吹花装置，所述的吸花装置由吸花罩、集花箱、负压风管和负压风机构成，负压风管设在吸花罩上与集花箱连接，集花箱与负压风机连接，所述的吹花装置由吹花嘴、正压风管和正压风机构成，所述的吹花嘴设在吸花罩下两侧，与正压风管连接，正压风管与正压风机连接。本发明利用红花成熟度不同，与瘦果分离力不同的特性，利用对置式的吹风系统将红花花序吹散，并与瘦果分离，采用吹、吸正负气压组合式红花花序采收原理，采收效率高。对植株损伤小，利于红花花序的再生长和保证红花籽的品质和产量，实现机械化采收，提高效率，降低个人劳动强度。
割草机,本发明公开一种割草机，包括切割件壳体，切割件壳体布置为部分地包围具有切割平面的切割元件且包括延伸至切割平面下方的侧壁，在侧壁中形成有开口，开口从侧壁的底部至少延伸至切割平面的水平，割草机还包括至少一个边缘引导件，边缘引导件位于侧壁的外表面附近且至少部分地包围开口，边缘引导件包括入口且布置为在使用中将草木朝向开口引导，边缘引导件限定在入口与开口之间具有至少一个方向变化部的通道，从而在使用中在入口与切割元件之间没有直接视线相通关系。通过提供具有旋绕路径的边缘引导件，可以在切割件壳体的侧壁中设置开口且还提供安全法规要求的切割元件。因此边缘处的草木可以以更加竖立的形态被供应到切割元件以改进切割操作。
非接触式智能检测装置,非接触式智能检测装置，包括限深板、检测圆弧和位移传感器，所述限深板通过轴承座固定在扶禾器的前端，所述检测圆弧通过摇臂与轴承座连接，所述限深板与摇臂通过轴承座固定相连；所述限深板与摇臂均可绕轴承座上的轴在一定范围内转动；所述位移传感器位于扶禾器上检测圆弧的后方。所述位移传感器的前端与检测圆弧的距离为1～20mm。所述限深板包括与地面接触的平板和与轴承座相连的斜板，所述斜板与平板的夹角为115°。本发明采用了限深板、检测圆弧和位移传感器，将较大范围的高低位置变化线性变换成为一个较小范围内的位移变化，便于检测；采用非接触式感应测量，免除了机械摩擦和磨损，使用寿命长；与现有收获机械的匹配度好，降低了经济成本。
圆盘式牧草收割压扁机切割装置,本发明专利提供一种圆盘式牧草收割压扁机切割装置。包括动力传输轴、吊挂架、防护罩、刀盘挂架、拨草板、刀盘主轴、中间传动轴、椭圆形球面刀盘、从动刀盘轴、刀片支架、刀片、传动箱、传动齿轮和防护托板。动力传输给动力传输轴，动力传输轴的高速旋转传递给刀盘挂架，带动刀盘一起旋转，并且通过传动箱的齿轮传递，带动其它刀盘的旋转，相邻两个刀盘的大、小端面始终保持垂直角度，使相邻的刀片运动轨迹在相邻处相互重叠，保证在切割牧草过程中不漏割；刀片采用甩刀的安装方式，随着刀盘的高速旋转，刀片在离心力的作用下切割牧草，在切割过程中遇到硬物或者石块时，刀片会弹开，避免损伤刀体和传动部件，具有自我保护作用。
一种新型物流输送方式的甘蔗联合收割机,本发明公开了一种新型物流输送方式的甘蔗联合收割机，包括机架，机架前端依次设有螺旋分行器、推倒辊筒、割台，机架下方设有行走装置，割台后面设有一级辊筒输送与切段装置，一级辊筒输送与切段装置后面设有二级筛网式输送链提升输送装置，二级筛网式输送链提升输送装置输出端的下方设有接料斗，接料斗与输送臂连接。本发明减少了收割机内甘蔗以整秆状态输送路径的长度，有效解决了现有技术中因甘蔗输送流程太长而窜出通道、蔗茎破损或折断、导致输送通道堵塞、质量和效率低下等问题，具有结构简单、通道处理物料能力强、机械化作业效率高和收割质量好等特点。
一种近果振动式荔枝采收机,本发明公开一种近果振动式荔枝采收机，包括振动采摘机构、支撑机构、传动机构和控制机构，振动采摘机构设于支撑机构的端部，传动机构设于支撑机构上并与振动采摘机构连接，控制机构与传动机构电气连接。本近果振动式荔枝采收机克服了现有采收机采摘时会对果树造成损伤的缺陷，在保障果树不被损伤的同时，有效提高采收效率并降低采收成本，可较好地适用于大面积果园的果实采摘，除了应用于荔枝采收作业，也可应用于龙眼等小型果实的采摘，其应用范围较广；采用本近果振动式荔枝采收机进行采收时，采收到的果实为单粒，可免去后续的去梗操作，简化工序，可降低人工成本。
一种结球类蔬菜收获机的导向刷土装置,本发明公开了一种结球类蔬菜收获机的导向刷土装置，它包括支架、连接杆、导向刷土机构、输送机构、支撑机构和切割机构。支架为左右对称结构，支架的前部安装有导向刷土机构，支架的中后部下侧安装有切割机构，支架左右两侧安装有输送机构和支撑机构。导向刷土机构包括从动输送轮、前上连接板、前下连接板、弹簧、刷土马达和滚筒毛刷，随着机器前进过程中导向刷土机构将自动导正结球类蔬菜的输送轨迹，同时对蔬菜根部多余的泥土进行清洁。本发明实现了自动导正结球类蔬菜的输送轨迹，并能够清洁蔬菜根部多余的泥土，保证后续平稳、整齐的输送和对根部有效的切割，减少了在输送过程中对蔬菜造成的破损，以及提高了蔬菜的洁净程度。
一种多方位整杆式甘蔗剥叶装置,本发明公开了一种多方位整杆式甘蔗剥叶装置，包含机架、输送总成和剥叶总成，机架固定于地面，机架前部设置有定位孔以至于甘蔗由此进入输入装置；输送总成包括输入装置、输送装置和输出装置由前至后依次安装在机架上。剥叶总成包括横向剥叶装置和纵向剥叶装置，横向剥叶装置包括左中右三个剥叶轮安装在机架上并位于输入装置与三级输送装置之间，剥叶轮轴安装方向与甘蔗输送方向平行；纵向剥叶装置包括上下两个剥叶轮安装在机架上并位于三级输送装置与输出装置之间，剥叶轮轴安装方向与甘蔗输送方向垂直。本发明在传统的剥叶轮上下排布纵向剥叶方式的基础上，采用横向纵向剥叶的方式，多方位剥离蔗叶，提高了剥净率，并且提高了作业效率。
多用便携式镰刀,本发明涉及一种多用便携式镰刀，包括手柄和刀具，手柄由若干节相套接的短杆组成，相邻短杆之间通过螺纹连接，所述刀具包括与手柄螺纹连接的连接件，连接件顶端铰接有刀片，连接件侧壁上设置有凹槽，连接件的顶端还设置有限位块，刀片刀背侧设置有与限位块相配装的限位缺口，限位块顶端设置有刀片锁止机构。本发明便于存放和携带、安全性高，能够有效提高巡视人员进行输电线路巡视的工作效率。
手推式草坪修剪机,一种手推式草坪修剪机，属于园艺工具技术领域。本发明提供了一种手推式草坪修剪机，该草坪修剪机可快速调节剪草高度以及推杆高度，并且推杆机构可以收拢折叠。一种手推式草坪修剪机，包括由机壳、机架、动刀片组、齿轮增速机构、行走轮、传动机构及剪草高度调节机构组成的机身，其特点是在所述机身上部设置有推杆机构；所述推杆机构由上杆、中杆及下杆组成，在中杆上部设置有定位杆；中杆与下杆之间通过销钉按钮机构连接，销钉按钮机构由销钉、销钉支架及弹簧组成；下杆与机壳之间通过第二销钉按钮机构连接，第二销钉按钮机构由第二销钉、第二销钉支架及第二弹簧组成。
牧草悬集机,一种牧草悬集机，它设联接器（1）和拉杆（2）与前部的往复式牧草机连接，联接器后端及拉杆的后端均固定在机架主梁上，该主梁连有可以转动的悬齿架（7），悬齿架后部设均布的弯曲的悬齿（10），该悬齿比现有悬齿长；在割草机的割刀器设悬浮器（5），它由多个平行杆构成，尾部翘起，翘起部分与上述的悬齿相接；在悬齿架上设置操纵悬齿架转动的装置。本装置设两个悬齿架的操纵机构，悬齿架起、落均是驾驶员一人操纵，比现有脚踏的节省人力，方便。本装置配套性强，悬齿加长、适合收获生长不同状态的牧草，不漏草节省资源。悬浮器及悬齿配合，在离地面一定高度将牧草悬集一起，不搂集地面的植被，对保护草原生态意义重大。
割草机的自动放线装置,<b>本发明公开了一种割草机的自动放线装置，包括放线盒、与放线盒配合固定的放线盖、以及设置于放线盒与放线盖内且可相对放线盒和放线盖转动的线盘，线盘是通过其轴孔与放线盒内侧的旋转轴配合而实现两者相对转动的，线盘上侧面设有棘轮，所述放线盒内设有弹性止动机构，该弹性止动机构利用弹簧将止动块压向棘轮，所述旋转轴呈套状结构，其周壁上通过开口槽至少形成有一对弹性筋，所述弹性筋外壁具有轴向延伸的第一凸筋，所述线盘的轴孔内圆周方向均布有若干条轴向延伸的第二凸筋，放线时，弹性筋在离心力作用下向外散开，第一凸筋与第二凸筋摩擦配合形成阻尼实现稳定放线。</b>
一种电动棕榈树采摘机,本发明公开了一种电动棕榈树采摘机，包括高枝管和设置在高枝管前端的主壳体，所述主壳体由上壳体和下壳体组成，上壳体的后端设置有安装所述高枝管的横向管部，上壳体上安装有相互啮合的主、从动伞齿轮，所述从动伞齿轮的底端偏心连接有连杆，所述连杆的前端与镰刀铰接，所述主动伞齿轮由电机驱动，所述横向管部上设置有让位所述从动伞齿轮的缺口，主动伞齿轮旋转轴的前端轴承置于所述缺口前方、与所述横向管部相对应的孔位中，主动伞齿轮旋转轴的后端轴承置于所述横向管部中，避免了传统技术中将轴承设置于主动伞齿轮的一侧的结构，避免主动伞齿轮形成悬臂端，防止形成单边受力齿轮和轴承受力不平衡，使得整个转动机构更加稳定运行。
操作杆具有通用性的修剪机,本发明提供一种修剪机。该修剪机包括操作杆、修剪刀单元、主体单元和传动轴。修剪刀单元设置在操作杆的前端，其用于以使修剪刀能够旋转的方式支承该修剪刀。主体单元设置在操作杆的后端，其内置有用于驱动修剪刀的电动机。传动轴设置在操作杆的内部，其用于自主体单元向修剪刀单元传递电动机的输出转矩。在操作杆的后端部分，在该操作杆的外周面上固定有接合器构件。而且，在主体单元中形成有杆插入孔，该杆插入孔用于收纳固定有接合器构件的操作杆的后端部分。采用该构造，能够防止具有通用性的操作杆被错误地组装。
