名称,摘要
中国水仙愈伤组织保存组培方法,本发明涉及一种中国水仙愈伤组织保存组培方法，包括材料选择、诱导培养和愈伤组织保存。使用本发明的中国水仙愈伤组织保存培养基，中国水仙愈伤组织的繁殖系数达到5.16倍，愈伤组织生长好，繁殖速度快，并且不发生褐化和分化现象，解决了中国水仙愈伤组织难以继代和保存、繁殖系数低以及易褐化和分化严重等问题，实用性强，推广性好。使用本发明保存的愈伤组织转到分化培养基上容易分化，是中国水仙遗传转化受体的良好材料。
一种牛大力种子直接诱导丛生芽并快速繁育种苗的方法,本发明公开了一种牛大力种子直接诱导丛生芽并快速繁育种苗的方法。本方法牛大力种子为外植体直接诱导丛生芽，繁育种苗的方法包括外植体灭菌、初代诱导、继代增殖、生根、移栽过程得到牛大力种苗。本发明的优点：本发明提供的整套方法操作简便，生产成本低，增殖速度快，生根移栽成活率高，便于大规模工业化生产应用，可大量、快速、持续获得高质量的牛大力试管苗，实用性强。
一种报春花的人工杂交繁殖方法,本发明属于生物技术领域，具体公开了一种报春花的人工杂交繁殖方法，该方法以极具观赏价值的报春花属植物霞红灯台报春与橘红灯台报春各自的长柱花和短柱花分别作为父母本，进行了人工杂交授粉。将得到的杂交F1代种子，首先通过数字化X光样品成像系统对种子进行胚败育检测，然后选择胚发育正常的种子进行消毒、在培养基上萌发，最后炼苗、移栽。本发明实现了霞红灯台报春与橘红灯台报春的远缘杂交，并且利用数字化X光样品成像系统，对种子胚的败育情况进行了科学的检测，可以培育出更具有观赏价值的报春花新品种。
一种基于根芽的山荷叶直接再生育苗方法,本发明涉及一种植物植物技术，即一种基于根芽的山荷叶直接再生育苗方法。其步骤如下：（1）山荷叶根芽处理后作为外植体备用。（2）山荷叶根芽丛生芽的诱导和生根：在基本培养基中附加萘乙酸0.02～0.03mg·L-1、6-苄氨基嘌呤0.15mg·L-1、激动素0.50～0.60mg·L-1和赤霉素2.20～2.40mg·L-1。（3）山荷叶种苗的快速繁殖。本发明通过诱导根芽直接再生形成丛生芽并同时生根的方式对山荷叶进行了快速繁殖，可应用于山荷叶种苗的工厂化繁育，对山荷叶的规模化栽培、开发利用；山荷叶根芽直接再生率最高，平均再生率达100%以上；炼苗移栽成活率达98.0%以上。
农作物多基因型杂交一代种群的构建与种子生产方法,本发明涉及一种农作物杂交一代种群品种的育种、种群构建与种子生产和检测的方法，其特征在于，将表型一致的杂交一代按比例混合构成多基因型杂交一代种群。更进一步的，先分别育成2-10000个用作花粉提供者的父本系和花粉接受者的母本系，将父本系和母本系相互杂交，根据杂交一代的表现型，将符合育种目标，整齐一致的杂交一代相互搭配，组建符合不同育种目标的杂交一代种群，进行种群比较测试，包括不同种群间的产量、抗性、品质、适应性的比较，种群内的组份和比例的确定，最后形成农作物多基因型杂交一代种群品种。通过该方法产生一致性、稳定性、特异性的多基因型杂交一代种群品种，同时达到优质、高抗、高产等育种目标。
一种紫娇花花蕾的组织培养方法,本发明公开了一种紫娇花花蕾的组织培养方法，花蕾依次通过洗洁精、0.1%HgCl2和吐温80的混合溶液浸泡获得无菌花蕾，灭菌效果较好，后续培养污染较少，而花蕾死亡率较低，再用诱导培养基诱导培养形成愈伤组织，得到愈伤花蕾；然后用第一分化培养基培养至原球茎形成，得到带芽的原球茎；愈伤和原球茎的分级培育，原球茎质量较好，且原球茎还可增殖。因此本发明具有灭菌效果较好，死亡率较低，原球茎质量较好，且原球茎还可增殖的优点。
一种大花萱草“御衣黄”花蕾的组培方法,本发明公开了一种大花萱草“御衣黄”花蕾的组培方法，花蕾依次通过洗洁精、75%乙醇和0.1%HgCl2溶液浸泡获得无菌花蕾，灭菌效果较好，后续培养污染较少，而花蕾死亡率较低，再用诱导培养基诱导培养形成愈伤组织，得到愈伤花蕾，然后用分化培养基培养至不定芽形成，得到“御衣黄”组培苗；愈伤和不定芽的分级培育，不定芽增殖较快，且质量较好，一朵大花萱草“御衣黄”花蕾一年内可繁殖出2万株苗可用的生根组培苗，不定芽每1个月可增殖一次，且增殖系数始终保持在4.2~5.2之间，因此培育周期短，为实现大花萱草“御衣黄”大规模，高繁殖率的工厂化生产奠定基础。
组织培养快速繁殖白簕的方法,本发明涉及组织培养快速繁殖白簕的方法，它是通过白簕的选取及预处理、初培养、增殖培养和生根试管苗移栽等步骤实现组组织培养快速繁殖白簕的方法，填补了目前利用组织培养快速繁殖白簕方法的空白；是一种快速、高效、低成本速繁殖白簕方法。
红豆树组织培养方法,红豆树组织培养方法，属于组织培养技术领域。其具体包括1）外植体选择；2）外植体脱菌；3）初代和继代培养；4）生根培养；5）炼苗移栽；6）圃地管理。上述的红豆树组织培养方法，设计合理，通过外植体的合理选择；增殖和继代培养基的选择、增殖和继代培养条件的控制；生根培养基的选择和生根条件的控制以及炼苗条件的控制，使得红豆树组培苗成活率达到85%以上，炼苗移栽后苗木适应性较强，可大田移栽，具有广阔的市场前景。
大花萱草组培丛生苗直接生根的方法,一种大花萱草组培丛生苗直接生根的方法，按照如下步骤进行：将大花萱草外植体在培养基上诱导产生愈伤组织，在分化培养基上培养丛生芽；将愈伤组织切块，并转接到培养基上壮苗培养；将该丛苗进行过渡移栽；过渡移栽时，将生根的丛生苗载入以蛭石为基质的栽培槽中，用地膜覆盖栽培槽；在以后的10天内，通过薄膜打孔的方法逐步降低栽培槽内湿度至温室正常湿度，将地膜揭去，同时在叶面开始喷施营养液。利用本发明所公开的这种大花萱草组培丛生苗直接生根的方法培养丛生苗，不仅繁殖倍数高，还不受季节限制，加快其繁殖速度，可满足园林绿化的需求；本发明简化了组培操作程序，降低了成本，提高了组培苗的移栽效率和成活率。
一种红葱组培快速繁殖方法,本发明公开了一种红葱组培快速繁殖方法，包括如下步骤：剥离红葱鳞茎的叶鞘，挑取无菌的茎尖接种于培养基进行茎尖萌芽培养，至茎尖增长3～5cm；将单芽去除顶端优势后转接于培养基进行丛生芽诱导培养，至诱导出2～5个侧芽；将丛生芽切割成单芽后转接于培养基进行鳞茎诱导与生根培养，诱导出鳞茎且生根。本发明建立了优系红葱的快速繁殖体系，实现了种苗的工厂化育苗生产，实现了快速大量繁殖优系红葱品种。本发明方法简单，快速高效，有效提高了红葱种苗的繁殖效率，采用本发明方法1个鳞茎经一年时间能变成至少10000个鳞茎，即能快速大量繁殖优系品种。
一种甘蓝型油菜新纯合不育系的选育方法,本发明公开了一种甘蓝型油菜新纯合不育系的选育方法，该方法采用了对转育材料F2可育株自交，F3先将F2自交单株的一部份与临保系杂交制种，从中鉴定出具有纯合不育基因型的F2自交单株材料，再用保留的这种单株材料分离选择纯合不育系，同时对其选择材料与临保系杂交制种的种子在进行育性鉴定时与恢复系所配制的杂种进行生产力鉴定。此法可在选择中节省大量选择群体的种植和杂交用工，且还可早期预测选择材料配合力。从而提高育种效率。
一种以珙桐叶片为外植体的组织培养获得珙桐再生苗的方法,一种以珙桐叶片为外植体的组织培养获得珙桐再生苗的方法，步骤如下：（1）珙桐叶片愈伤组织获得；（2）愈伤组织增殖；（3）诱导丛生芽；（4）丛生芽增殖；（5）诱导生根。上述方法中，步骤（1）至步骤（5）中的环境温度为22~26℃，环境湿度优选60%~90%。使用上述方法，愈伤组织的分化率较高，可达50%以上；生根率达100%，移栽成活率达90%以上。
一种利用胡萝卜愈伤组织繁殖和培养保存针线虫的方法,本发明公开了一种利用胡萝卜愈伤组织繁殖和培养保存针线虫的方法，属于植物寄生线虫培养领域。该方法包括如下步骤：（1）无菌条件下将胡萝卜用酒精浸泡后灼烧，去表皮后切成薄片放入灭菌培养皿中，封口，放入培养箱培养至胡萝卜片长出愈伤组织；（2）将针线虫用硫酸链霉素溶液消毒后，离心收集，用无菌水洗涤，再离心收集，最后用无菌水制备针线虫悬浮液，将悬浮液滴在胡萝卜愈伤组织上；（3）将接种了针线虫的胡萝卜愈伤组织放入培养箱培养。本发明的方法不需要使用培养基培养，操作简便，使用硫酸链霉素溶液消毒不影响针线虫的活性，实现了简单、高效、大量繁殖针线虫的目的，同时还能长期保存针线虫并保持针线虫对植物的寄生性和致病性。
一种通过花药培养获得百脉根再生植株的方法,本发明涉及一种通过花药培养获得百脉根再生植株的方法，属于牧草育种技术领域。本方法的步骤为：A)取单核靠边期花蕾，用冰盒带至实验室后4℃冷藏2-3d；B)次氯酸钠消毒后利用体式显微镜剥离后置于愈伤组织诱导培养基上培养；C)暗培养20d后，继代3-4次，每次间隔15d。将继代后的愈伤组织置于不定芽诱导培养基上培养，诱导愈伤组织形成芽；D)芽复壮培养后，置于生根培养基上培养15-20d，诱导根；E)炼苗后移栽可获得再生苗。以上操作中，B)-D)均在无菌环境中进行，C)中的暗培养需借助生化培养箱，C)中不定芽的形成和D)中根的形成均需要人工气候箱。
一种万代兰品种的繁育方法,本发明公开了一种万代兰品种的繁育方法，选取当年萌发饱满顶芽为材料，去除多余的叶片进行诱导培养，15～20天即萌发出生长健壮的新芽；再经过20～30天的增殖培养，20～25天诱导生根后即可成苗、移栽，成活率高达95%以上；扩繁系数高，苗木成活后生长健壮，长势良好。由于万代兰为单轴类茎洋兰，极少能有侧芽产生，而且茎尖中含有较多的活性较强的多酚类物质，切取的茎尖在培养中极易褐变，培养较难成功，而自然有性繁殖因种子萌发需靠共生菌滋养也难以攻克。本发明的技术方案解决现有技术中存活率低，繁殖慢等问题，具备显著的经济和社会效益。
一种新甜蜜本南瓜杂交种子的培育方法,本发明涉及生物技术育种领域，具体涉及一种新甜蜜本南瓜杂交种子的培育方法。其具体方法为：以自交系04-9为父本，以自交系06-1为母本，混杂种植进行杂交，收取所产南瓜杂交种子即得。该方法所获得南瓜品种具有较普通南瓜品种产量高、成熟快、耐寒性强、耐热性好、适应性强及所获南瓜耐储性好等优点。
一种芒属植物芒荻杂种9号体胚组培快速繁殖方法,本发明公开了一种芒属植物芒荻杂种9号体胚组培快速繁殖方法，其步骤：A.幼穗选取：选取芒荻杂种9号处于颖花原基形成期的幼穗；B.用初代诱导培养基诱导：剪成小段，用酒精消毒，然后用氯化汞浸泡，无菌水冲洗，将其接种在幼穗的初代诱导培养基上，初代诱导，获得胚性愈伤；C.用生苗培养基继代培养：所获得的胚性愈伤在继代培养基上继代生苗；D.用生根诱导培养基生根诱导：所生幼苗在诱导培养基上诱导生根；E.驯化移栽：在温室内，每天定期给幼苗喷施驯化培养液和清水，移栽到苗圃中，光照，获得了芒荻杂种9号的幼苗。方法易行，操作简便，且分化出愈率和成苗率很高，成活率高，适用于芒荻杂种9号种苗产业化生产的快速扩繁。
一种海萝的组织培养方法,本发明提供了一种海萝的组织培养方法。该方法主要包括原材料的选取准备及消毒，愈伤组织的培育，扩大培养。并且公开了愈伤组织培养基和扩大培养培养基的具体配方，以及愈伤组织的培育和扩大培养的培养条件。
一种酿酒葡萄品种组培快繁方法,一种酿酒葡萄品种组培快繁方法，按下述步骤完成：（A）培养基选用及制作方法:选用GS作为基本培养基，添加糖源为蔗糖、凝固剂为琼脂，抗生素为注射用青霉素钠，pH值为5.5-6.0；（B）材料选择及接种方法：选用无菌培养的葡萄成株无菌苗，在无菌条件下，剪取无菌苗茎段，接种在上述（A）制作的培养基上；（C）培养环境：光照强度控制在4000-6000LX，温度控制在23-25℃。本发明的特点为：获得的酿酒葡萄组培苗在酿酒葡萄快繁及种植推广应用广泛：1)快速繁殖：能缩短酿酒葡萄繁殖周期；2)生根能力强：获得的无菌苗根系发达，有利于移栽。
一种龙山百合高效脱毒工艺,本发明公开了一种龙山百合高效脱毒工艺，其特征在于：步骤如下：1)预处理；2)第一次脱毒；3)第二次脱毒；4)生根培养。本发明通过多代脱毒结合热处理保证了100％的脱毒效率，而且突破了传统脱毒工艺中组培苗成活率不高。应用抗氧化剂AC有效抑制茎尖培养的褐化现象。在启动培养基中添加一定量的活性炭有效地吸附茎尖呼吸过程中产生的酚类、醛类等有毒物质，减少褐化，提高成活率。在从生芽诱导培养基中用1/2MS和较高浓度的6-BA，是为了更好地促进小鳞茎的发生，抑制叶片的生长；提高活性炭的浓度，一方面是为了减少褐化，提高成活率，另一方面也是为了造成一个黑暗的环境，从而促进小鳞茎的产生。
一种尾巨桉胚状体诱导育苗方法,本发明涉及一种尾巨桉胚状体诱导育苗方法，属于桉树组培再生技术技术领域；具体是以尾巨桉无菌苗茎段为外植体，经胚性愈伤组织诱导、胚状体诱导及胚状体萌发可以得到完整的再生植株；采用本发明的方法可得到经胚状体发生途径再生植株，结果稳定，重复性良好，能应用于生产上大规模商品化育苗，也为尾巨桉育种奠定了基础。
一种人参高效组织培养和再生的方法,本发明为生物技术，特别是涉及一种使人参经过长时间多次继代培养后仍能保持分化再生能力技术的方法。是以人参的特定组织为外植体，其中特别以茎节为外植体产生的愈伤组织效率最高，在经过优化的以MS培养基为主的培养体系中，经过诱导产生愈伤组织，这种愈伤组织可以在继代培养基上长期旺盛生长，继代。这种愈伤组织大量产生可供制药使用的多种人参次生代谢产物——人参皂甙、甾醇、多糖等。而且经过长期继代培养之后的愈伤组织，在转换培养条件为再生培养基时，仍能保持高效率的芽和根再生能力，并产生大量完整再生植株，可以在到土壤中继续栽种。
一种黑糯玉米自交系的选育方法,本发明公开了一种黑糯玉米自交系的选育方法，包括如下步骤：1)选择晋糯8号为母本、苏玉糯5号为父本杂交，得到杂交果穗；2)将杂交果穗的籽粒种植后用晋糯8号作父本回交，得到回交果穗；3)将回交果穗的籽粒种植后套袋自交，选出穗轴和籽粒均为黑色的果穗，每个果穗分开脱粒，将一个果穗的籽粒种植一行，形成不同的穗行；把各个穗行中的所有单株套袋自交，得到自交果穗，分不同穗行进行分开采收；4)选留所有自交果穗的穗轴和籽粒均为黑色的穗行，将其自交果穗的籽粒种植，结合抗逆性、品质性状选择优良单株连续自交3代育成。营养丰富、口感独特，果皮薄、糯性强、抗逆性强、适应性广、农艺性状优良。
一种绿菜薹新型种质资源的选育方法,本发明涉及一种绿菜薹新型种质资源的选育方法，该方法是以红菜薹常规品种十月红一号为母本和轮回亲本，与菜心常规品种油绿70天为父本杂交，在杂种二代时与轮回亲本回交，回交一代再次与轮回亲本回交，回交二代再经过二代选择就可以得到薹色为绿色其余主要农艺性状类似十月红一号、一种可稳定遗传的并且有别于现有绿菜薹类型的新型种质资源，该种质87.5%的基因来源于十月红一号。该方法的特色在于人为打破空间隔阂，使得不同生态类型的菜薹基因得以融合，形成了一种有别于现有绿菜薹的新类型，丰富了绿菜薹现有类型，并且为新型绿菜薹新品种选育奠定基础，从而为最终解决苏州或气候相似地区冬春季绿菜薹产品供给不平衡的技术难题，提供一种技术途径。
一种洋桔梗小孢子诱导获得单倍体植株的方法,本发明是一种洋桔梗小孢子诱导获得单倍体植株的方法。包括以下步骤：（1）确定材料；（2）花蕾选取预处理；（3）游离小孢子分离；(4)小孢子愈伤组织诱导；（5）不定芽诱导；（6）单倍体植株获得；（7）再生植株倍性鉴定确定获得单倍体植株。通过本发明的方法可避免花药培养带来的二倍体再生植株的干扰，可获得大量单性胚状体，单倍体植株比率可达到100%，形成足够大的选择群体，经秋水仙碱处理后可成为纯合自交系。洋桔梗纯合自交系的获得为洋桔梗品种改良和新品种选育提供有力手段，用于杂交种组配可快速筛选出优良的杂交一代（F1），为解决我国洋桔梗种子生产问题，具有巨大的潜在商业价值。
一种草莓抗连作障碍突变体的筛选方法,本发明涉及了一种以枯萎病菌毒素和自毒物质对羟基苯甲酸混合液作为选择压力诱导草莓抗连作障碍突变体的筛选方法，属于农业生物技术领域。由尖孢镰刀菌引起的草莓枯萎病和根系自毒物质对羟基苯甲酸是引起草莓严重连作障碍的重要因素。本发明以草莓组培苗叶段为诱导材料，在含有毒素和对羟基苯甲酸混合液半致死浓度（10%毒素＋1.0×10-4molL-1）的最优愈伤组织诱导培养基（MS固体培养基＋麦芽糖(10~30g/L)+TDZ(1~4mg/L)+AgNO31mg/L）中，筛选到分化率高、遗传稳定性强且能结实的三株抗性突变体。本发明为实现草莓连作条件下抗重茬种质资源的突破和创新提供了新的技术手段和理论支持。
一种茶壶枣组织培养方法,本发明公开了一种茶壶枣组织培养方法，包括如下步骤：剪取大田茶壶枣带芽茎尖，自来水洗净后，置于酒精中消毒，用升汞灭菌，无菌水冲洗干净后，接种于启动培养基，转接至分生培养基，然后转接至继代培养基，最后在生根培养基中完成整个组培体系的建立，在人工控制的光照、温度条件下无菌培养，移栽。按本发明实施例进行的茶壶枣的离体快速繁殖，从接种至生根仅需要70天，即可下地移栽至育苗床，诱导成活率高达97％，增值倍数为10倍，移栽生根率也高达95％。
一种提高植物产量的方法,本发明涉及用于提高植物产量的方法，该植物种植在会在所述植物中导致周期性氧化应激的条件下，所述方法包括使幼苗、组织培养物或小植株长成为植物的步骤，还包括如下步骤，即调控所述植物或所述植物的生长环境，使得能够在所述植物的个体发育早期有意识地抑制因所述周期性氧化应激而造成的所述植物中的呼吸和/或蛋白质周转速率的增长。
杂交水稻制种方法,本发明涉及一种杂交水稻制种方法，其优点在于生产效率高、成本低和能够控制父本生育期。本发明杂交水稻制种方法包括以下步骤：1）选择制种的区域和时间；2）父本育秧：在每个育秧盘中放置营养土并放入经过浸种催芽破胸露白的父本种子，将装有营养土和父本种子的育秧盘放置48小时后移至育秧田中单盘平铺；3）父本秧苗移栽：用水稻插秧机将步骤2所得父本秧苗移栽至制种田中；4）母本直播与管理：当父母本播种差期在两周以内时，将母本种子直接播种至父本秧苗已移栽完毕的制种田中；当父母本播种差期大于两周时，将母本种子经常规催芽后播种至父本秧苗已移栽完毕的制种田中；5）幼穗分化监控与花期调整；6）抽穗扬花期管理；7）收获。
一种高效产业化生产番薯脱毒组培苗的方法,本发明公开了一种高效产业化生产番薯脱毒组培苗的方法，包括以下步骤：（1）材料培养（2）材料消毒（3）外植体芽诱导（4）继代增值培养（5）病毒检测（6）生根培养（7）炼苗、移栽。本发明根据病毒在植株顶端生长点的数量远远少于植株下部的成熟部位的原理，加大取生长点的代数，达到脱毒的目的。本发明采用低激素浓度、改良MS基本培养基和三天的暗培养的方法，大大降低了脱毒组培苗的变异率，加快了组培苗的生长速度，缩短了繁殖周期，扩繁速度高，生产成本低。
从胚珠进行麻风树的体细胞胚发生,本发明涉及体细胞胚产生领域，具体涉及从胚珠进行麻风树的体细胞胚发生的方法。更具体地，本发明涉及从未开放花芽胚珠进行麻风树的体细胞胚发生的方法和培养基组合物。该方法非常适合麻风树转化，用于成批产生麻风树无性营养繁殖苗，用于产生单倍体、双单倍体、二倍体和无病小植株。
一种山药珠芽的组培方法,本发明提供了一种山药珠芽的组培方法。包括外植物体取材和消毒，培养基的配置和接种，丛生珠芽的增殖以及驯化移栽。通过这种方法能让珠芽在短时间内快速大量地增殖，从而大大降低了需要贮存的珠芽数量，同时也大大提高了珠芽繁殖的使用范围。
一种通过幼胚胚状体发生途径诱导乌桕植株再生的方法,本发明公开了一种通过幼胚胚状体发生途径诱导乌桕植株再生的方法，此方法繁殖速度快，繁殖系数高（每个胚可以产生数十个甚至更多的苗）；同时又能真实反映植株果实特性且遗传性状稳定，为成熟乌桕优良植株的快繁和遗传改良提供了重要的技术支持；同时，在一定程度上缓解了乌桕传统育种过程中费时费力的问题，也避免了通过器官发生和间接愈伤组织再生途径对乌桕进行繁殖和遗传改良方面所带来的嵌合体多、遗传性状不稳定等问题。
香花槐高效组织培养和工厂化繁育的方法,香花槐高效组织培养和工厂化繁育的方法，取香花槐当年生枝条，消毒后取茎尖接种到诱导培养基，培养得香花槐愈伤组织块；将愈伤组织块切成小块接种到愈伤组织培养基，培养得香花槐愈伤组织分化苗；将分化苗接种到继代培养基，培养得香花槐继代培养苗；将继代培养苗接种到生根培养基，培养得香花槐生根苗；将装有生根苗的培养瓶移到大棚中，先不开瓶驯化，再打开瓶盖驯化；把草炭土、蛭石、和细砂按一定比例混合，喷洒高锰酸钾和塑料膜覆盖消毒后，作为栽植基质装入营养钵；将驯化好的生根苗栽入营养钵，在大棚中驯化一段时间即可向大田移栽。采用本发明方法组培苗的增值达到了15.2倍，移栽到大田营养钵苗的成活率达到了95%以上，降低生产成本6.7%。
一种选育杂交水稻光（温）敏雄性不育系的方法,本发明公开了一种选育杂交水稻光（温）敏核不育系的新方法，该方法以水稻光（温）敏核不育系为母本与具有目标性状的父本杂交，获得F1，从F2代中选育具有目标性状且农艺性状优良的可育单株，F5代后选育具有目标性状的水稻光（温）敏核不育株。具体地，本发明以珍汕97S为母本，（鄂中5号/武香B）F1为父本，杂交，筛选农艺性状优良且具有香味的可育株系，其选育方法是低世代选择农艺性状、经济性状及抗性品质优良的可育单株加代，F5代后再选不育株，经系统选育，育成具有香味的光（温）敏核不育系（武香S）。本发明首先选择农艺性状、经济性状，再选育不育性状，从而更有利于选育得到繁殖系数高、产量高、米质好、抗性好的不育系。
一种以茎尖和茎段为外植体的黄连木快速高效生根方法,本发明属于植物生物技术领域，具体涉及一种以茎尖和茎段为外植体的黄连木快速高效生根方法。在本发明中，接种培养的具体操作是将消毒漂洗后的种子接种在不加任何激素的MS培养基上，培养条件为温度20-30℃，光照强度1500-2500lx，光照时间14h/d；外植体培养的具体操作是取黄连木无菌实生幼苗，将超净工作台上剪下的茎尖和茎段接种在加有1/2WPM无机盐、MS有机物、1.0mg/LIBA、0.2mg/LNAA、30g/L蔗糖和6.8g/L琼脂粉的pH为5.8的生根培养基上。通过采用本发明使黄连木的生根时间进一步缩短，得到了一种快速、高效、高质、适用范围广的黄连木生根方法。
一种从牡丹种子中取胚接种方法,一种从牡丹种子中取胚接种的方法，属于植物生物技术领域。该方法包括：选材、清洗、切割牡丹种子、消毒、取胚、接种等步骤。本发明大部分操作在超净工作台外完成，不仅能够使实验人员更方便的操作、提高工作效率，还大大降低了污染率；而且本发明中切割牡丹种子时，采取从牡丹种子腹缝线对应的背面开始，以不含胚轴的一端为起点切割，切至牡丹种子高度的三分之二处停止的方法，大大降低了切割种子时损伤胚的可能性，减少了牡丹种子的浪费。
一种铁皮石斛无糖组织培养方法,本发明提供一种铁皮石斛无糖组织培养方法，是将铁皮石斛小段组织接种于石斛无糖组织培养初代培养基置于不锈钢外壳植物生长箱进行培养，再将初代培养的无根苗切割为单苗接种于石斛无糖组织培养继代培养基置于不锈钢外壳植物生长箱进行培养。本发明可解决传统组培过程中污染率高、生根率低、品质差的问题，提高铁皮石斛组培苗的质量和产苗率，缩短培养周期，并且降低组培苗生产成本。
罗汉果多倍体的诱导方法,本发明公开了一种罗汉果多倍体的诱导方法，采用Oryzalin浸泡处理授粉后的罗汉果雌花，然后用清水清洗解除，通过新型化学诱导剂Oryzalin诱导合子染色体加倍，从而获得多倍体。本发明解决了罗汉果多倍体的嵌合体问题，简化了诱导的操作程序，提高了罗汉果多倍体诱导效率，便于实际应用。
一种二棱大麦苏啤4号的幼胚离体培养再生植株的方法,"本发明涉及一种二棱大麦苏啤4号的幼胚离体培养再生植株的方法，在愈伤组织诱导培养基上形成愈伤组织后，进行愈伤组织的促分化培养，然后再进行幼苗分化培养和生根培养。其优点是：在愈伤组织诱导培养基中不含植物愈伤组织诱导常用的激素2,4-D，而以低浓度的除草剂Dicamba代替，可以促进诱导较为困难的植物材料在愈伤组织诱导培养基上形成的愈伤组织。在愈伤组织诱导培养基上形成的愈伤组织后，进行愈伤组织的促分化培养，然后再进行幼苗分化培养和生根培养，能将苏啤4号的愈伤组织诱导率提高至100%，将愈伤组织分化率提高到95%以上。"
欧洲鹅耳枥的组培快繁方法,本发明涉及一种欧洲鹅耳枥的组培快繁方法，其特征是包括如下工艺：选取生长饱满的茎尖，表面消毒后接种在诱导培养基上；培养4周统计诱导率。剪取1.5~2.0cm茎段接种于增殖培养基上，60天统计增殖倍数。剪取生长健壮、长3~4cm的单苗接种于生根培养基上诱导生根。培养50天统计生根率、平均根数和平均根长。当根长到3~5cm时进行炼苗移栽，30天后，调查其移栽成活率。本发明的优点：能够诱导欧洲鹅耳枥试管苗快速增殖产生大量不定芽，成活率高达85%，为欧洲鹅耳枥的工厂化育苗提供了一条有效的途径。
一种多抗耐冷两系不育系的选育方法,本发明公开了一种多抗耐冷两系不育系的选育方法，属于水稻抗病育种技术领域。本方法以两系不育系为轮回亲本，以抗三化螟品种、抗稻瘟病品种、抗矮缩病品种和耐冷性品种为抗源亲本，通过杂交聚合方法将这4种水稻病、虫、冷害的抗源基因聚合到同一水稻材料中，再通过其与两系不育系轮回亲本的多代回交和筛选，育成农艺性状、不育期转化温度、不育性与两系不育系轮回亲本高度一致、抗病虫且耐冷的两系不育系，用它配制两系杂交稻可提高杂交稻的抗病虫害及忍耐低温寒害的水平。
一种紫色番茄自交系的选育方法,本发明公开了一种紫色番茄自交系的选育方法，属于植物育种技术领域。包括：1)用红色与黄色番茄制得红色的F1代杂交种；2)将F1代作父本或母本与绿色番茄杂交得到三交种；3)以绿色番茄作父本或母本对红色三交种回交制得BC1代；4）从BC1代分离群体中选择绿色单株自交得到BC1F2代种子；5）从BC1F2代分离群体中选择紫色番茄自交留种；6）再进行3-5代自交纯合后得到紫色番茄自交系。本发明为紫色番茄种质资源的创建提供了一种新的育种途径，利用其可进而培育成优势明显的紫色番茄杂交种，可在育种与生产中推广应用。
一种杂交水稻种子金镶玉优837的生产方法,本发明属于水稻杂交种子生产领域。本发明是以不育系“金镶玉A”与恢复系“嘉Z837R”为父本生产杂交水稻种子“金镶玉优837”的方法。包括以下步骤：自交系选择，安全隔离，适时播种、调节播期，使用“920”技术和人工辅助授粉，去杂去劣，适时收获。该杂交种具有高产、稳产、抗病性强、生物产量高的特点。
一种耐盐白榆组培苗的继代培养方法,本发明的目的在于公开一种耐盐白榆组培苗的继代培养方法，它包括如下步骤：将到达继代周期的耐盐白榆组培苗在超净工作台上通过切分丛生芽形式进行扩繁增值，将0.5-2.5cm的芽切下，取株高1-2cm苗接种到继代培养基中；与现有技术相比，白榆继代培养苗的平均增殖系数为6.5，且长势良好，经过多代培养增殖系数较为稳定，此配方不仅保持了耐盐白榆的优良特性，而且降低了生产成本，在规模化生产中，带来了更高的经济效益，实现本发明的目的。
一种杂交水稻种子深95优837的生产方法,本发明属于水稻杂交种子生产领域。本发明是以不育系“深95A”与恢复系“嘉Z837R”为父本生产杂交水稻种子“深95优837”的方法。包括以下步骤：自交系选择，安全隔离，适时播种、调节播期，使用“920”技术和人工辅助授粉，去杂去劣，适时收获。该杂交种具有高产、稳产、抗病性强、生物产量高的特点。
一种杂交水稻种子广两优674的生产方法,本发明属于水稻杂交种子生产领域。本发明是以不育系“广占63S”与恢复系“R674”为父本生产杂交水稻种子“广两优674”的方法。包括以下步骤：自交系选择，安全隔离，适时播种、调节播期，使用“920”技术和人工辅助授粉，去杂去劣，适时收获。该杂交种具有高产、稳产、抗病性强、生物产量高的特点。
一种利用长白山杜鹃花属植物茎段试管内高效成苗方法,本发明涉及一种植物繁殖，即利用长白山杜鹃花属植物茎段试管内高效成苗方法。以牛皮杜鹃为例，其步骤如下：10月下旬采集牛皮杜鹃枝条，将枝条进行低温休眠，水培促其侧芽萌发生长，处理后切割成1叶1段作为外植体备用；牛皮杜鹃茎段生根同时腋芽萌发生长的培养基为：基本培养基＋KT?0.13～0.14mg·L-1＋IBA0.05～0.08mg·L-1＋NAA?0.02～0.05mg·L-1＋GA3?2.70～2.90mg·L-1；具有步骤简捷、成本低、可操作性强，提高种苗生产效率，可直接应用于杜鹃花工厂化育苗。
