名称,摘要
一种治理盐碱地的方法和装置,本发明提供一种治理盐碱地的方法，包括至少一次的自循环过程，所述自循环过程包括：步骤1，通过电解系统将盐碱地中沉积的盐碱水转化成酸性水，所述酸性水的含盐量低于所述盐碱水的含盐量；步骤2，用包含所述酸性水的淋洗水淋洗盐碱地；同时还提出一种根据上述方法的装置，包括：电解系统，用于将盐碱地中沉积的盐碱水转化成酸性水，所述酸性水的含盐量低于所述盐碱水的含盐量；淋洗系统，用于以包含所述酸性水调配淋洗水淋洗盐碱地；根据本发明的方法和装置，可通过自循环过程实现不添加化学物质、不引入淡水、从根本上降低盐碱地的盐含量且可适宜野外条件下低成本大规模工业化治理盐碱地。
快速改良南方丘陵山地新垦贫瘠土地耕层土壤的方法,本发明公开了快速改良南方丘陵山地新垦贫瘠土地耕层土壤的方法，属于土壤改良技术领域。方法包括：贫瘠土地的开垦准备；开挖网格状的施肥种植沟；肥料、保水剂混合物的配制与施用；黑麦草的第一次播种、刈割与覆盖；第二年黑麦草的播种、刈割与覆盖等步骤。本发明操作步骤明确、过程简单、易行，经连续二年的综合改良，土壤容重降低，空隙度增加，有机质、全氮、速效氮、磷、钾养分水平显著提高，耕层土壤即可达到中等肥力水平，可进行正常的农业利用。本发明可在我国南方丘陵、山地新垦贫瘠土地推广应用。
丹参栽培土壤改良整理一体机,一种丹参栽培土壤改良整理一体机，包括机架、动力输入轴、起土部、土壤混料部和辅料添加部，所述机架为焊接式的结构，用于安装其他的部件；起土部为固定在土壤混料腔前侧土壤进口处的若干犁片，用于将土壤翻起；土壤混合部用于土壤和辅料的混合；辅料添加部用于辅料的添加；动力输入轴安装在机架上用于动力的传递。本发明首先利用拖拉机牵引本改良机，改良机的前侧的犁片地表土壤提带到改良机中，然后开启有机肥与秸秆的辅料储物箱开口，不断把秸秆与有机肥添加混配并添加到土壤中。土壤从改良机中卸下，土壤覆土轮进行一下规范，地膜覆土轮进行地膜覆盖，这样完成了土壤的改良工作。
一种双支承缓冲传动式及链条传动式多功能旋耕灭茬机,本发明是一种双支承缓冲传动式多功能旋耕灭茬机，其特征在于：它设有2个传动箱总成，分别通过2个支臂壳体连接设在变速箱总成两侧；传动箱总成均包括传动箱体，传动箱体内设有主动链轮、从动链轮、传动链条和犁刀从动半轴，在主动链轮两侧的犁刀传动轴上分别设有固定在传动箱体上的轴承及油封轴承座；在从动链轮两侧的犁刀从动半轴上分别设有固定在传动箱体上的轴承及油封轴承座；犁刀从动半轴分别连接在犁刀轴总成的两端上，在犁刀从动半轴与犁刀轴总成的端部均固定设有连接用法兰盘。本发明还公开了一种双支承链条传动式多功能旋耕灭茬机。本发明结构合理，使用维修方便，功能多样，可适应性强。
一种内偏摆刀片式开沟刀盘及其驱动装置的组合,一种内偏摆刀片式开沟刀盘及其驱动装置的组合，包括驱动箱体、驱动链轮、驱动主轴部分、左刀盘装置及右刀盘装置；驱动箱体安装在外部动力设备上，驱动主轴部分安装在驱动箱体上，驱动箱体不仅提供动力传递同时完成对其他各部分的安装支撑，左刀盘装置和右刀盘装置结构相同，设置在驱动箱体的两侧并分别安装在驱动主轴部分上，驱动链轮安装在驱动主轴部分中部，外部动力设备通过链条带动驱动链轮，从而驱动驱动主轴部分旋转。本发明结构简单，通过偏心轮驱动，带动动刀片偏摆，以实现变截面切土，切削变速器阻挡部分土块，操作方便，实用性强；可彻底解决小型自走式开沟机不能适应南方湿润黏土的问题，是林园、茶园、菜园开沟机的理想机具。
一种刀盘深松灭茬旋耕多功能机,本发明是一种刀盘深松灭茬旋耕多功能机，它包括侧边设置的传动箱总成和中位设置的变速箱总成；传动箱总成包括犁刀传动箱总成和深松刀传动箱总成，二者分别通过支臂壳体连接设在变速箱总成两侧或者设有同一侧。所述的犁刀传动箱总成和深松刀传动箱总成均包括传动箱体、主动链轮、从动链轮、传动链条和从动半轴；它还设有犁刀轴总成和深松刀盘轴总成，所述的深松刀盘轴总成、犁刀轴总成的两端均设有法兰盘，其一端通过法兰盘与从动半轴连接，另一端通过法兰盘与支承半轴连接。其结构设计合理，使用维修方便，可以同时实现深松、旋耕、播种、施肥、灭茬、开沟等一系列田间作业，有效的解决了因套种结构模式造成土地无法深翻而造成土地板结等问题。
一种水田用重心可调式除草机器人,本发明公开了一种水田用重心可调式除草机器人，包括轮毂驱动式履带装置、履带提升装置、伸缩移动装置和滑块平衡装置。轮毂驱动式履带装置通过轮毂电机驱动轮毂，从而带动履带运转，使机器人在秧苗行间行走，将杂草压入泥里，甚至将其切断或拔出；履带提升装置和伸缩移动装置，实现履带装置的提升和伸缩，进行换行行走和跨越田垄行走；滑块平衡装置配合履带提升装置和伸缩移动装置，调节机器人的重心，实现换行过程和跨越田垄过程中机器人的整体自平衡以及在有凹坑的水田环境下机器人陷入凹坑后自行恢复的功能；本发明结构简单、体积小、质量轻、携带方便、普及性高。
一种种植菌草治沙的新方法,"本发明公开了一种种植菌草治沙的新方法,属沙地的生物治理方法。本发明的技术方案是：在与风向垂直的方向选用巨菌草、绿洲1号和2号，实施丛栽和扦插二种方法：（1）丛栽：在沙地或沙坡上挖沙沟，移植育苗两个月以上的绿洲1号或绿洲2号或巨菌草；（2）扦插：在沙地或沙坡上扦插菌草，其中扦插杆为带有5节以上的节杆,插入沙下有3～4节。实施丛栽和扦插,其布局为一行绿洲1号或2号，另一行为巨菌草交叉种植。本发明是充分利用绿洲1号或2号具有杆硬可抗埋压、保水、保土，根长（可达9m）网络土壤以及耐冻等的优势；同时，利用巨菌草生长快（日可长5～6cm），被土部分覆盖后生根快等特点，实现有效治沙沃土恢复植被。"
一种长白山岳桦林下的亚高山森林草甸土壤的恢复方法,本发明属于生态环境工程技术领域，具体涉及一种长白山岳桦林下的亚高山森林草土壤的恢复方法。本发明通过人工土壤合成、调节，土壤种子库建设、土壤保护以及土壤中外来种的灭杀等方法，达到长白山岳桦林下的亚高山森林草土壤的恢复的目的。方法简单，易推广，可取得很好的生态效益。
辐射叶片式碎土辊,辐射叶片式碎土辊属农业机械技术领域，本发明中13片碎土辊叶片均为空间三维曲面；2块碎土辊叶片安装面板上设有符合阿基米德螺线的叶片安装长孔，2块碎土辊叶片安装面板中心设有轴承座；碎土辊叶片一端经销钉I和销钉II与碎土辊叶片安装面板I上的叶片安装长孔I滑动连接；碎土辊叶片另一端经销钉Ⅲ和销钉Ⅳ与碎土辊叶片安装面板Ⅱ上的叶片安装长孔II滑动连接；其他12片碎土辊叶片以同样的方式，经销钉与碎土辊叶片安装面板I和碎土辊叶片安装面板Ⅱ上的其他12对叶片安装长孔滑动连接；本发明具有增大切土力，叶片切土的同时碾压土块的特点，且安装调整方便，适合在耕整机上推广应用。
除草工具,本发明涉及一种除草工具，用于移除杂草，其包括输出轴，输出轴沿纵向轴线延伸，与输出轴连接的工作头，工作头可绕轴线作旋转运动，除草工具还包括可受工作头驱动的剥离组件，当剥离组件位于第一位置时，工作头绕第一旋转方向旋转，剥离组件被限制在第一位置附近；当剥离组件位于第二位置时，工作头绕与第一旋转方向相反的方向旋转，剥离组件被限制在第二位置附近。与现有技术相比，本发明的除草工具清理方便、不影响工作头工作。
手扶式自平衡微耕机,本发明公开了一种手扶式自平衡微耕机，包括内燃机、变速箱和主旋耕刀，主旋耕刀的刀轴平行于地面横向设置，本微耕机还包括起平衡作用的辅旋耕刀，所述辅旋耕刀位于主旋耕刀的后方，辅旋耕刀与动力机构连接由动力机构带动其旋转以实现对土壤的切削，从而达到平衡主旋耕刀的作用和辅助深耕的目的。本发明通过增设的辅旋耕刀的切土作用，实现了对主旋耕刀耕作带来的震动进行平衡的效果，改善了目前小型、微型旋耕机的振动程度和操作控制难度。同时也改变了目前微型旋耕机的耕整效果，本手扶式自平衡微耕机可实现浅耕和部分深松，且浅耕和深松分层作业但同时完成，耕深可达30cm以上。
双排反向振动深松机,本发明公开了一种双排反向振动深松机，属于农业机械领域。双排反向振动深松机包括传动系统、振动深松装置、支撑限深装置、悬挂架及机架；传动系统置于机架的前上方，将动力由拖拉机动力输出轴传给振动深松装置，振动深松装置置于机架的下方，支撑限深装置置于机架的后部两侧，悬挂架置于机架前部，与拖拉机悬挂装置相连接。本发明振动机构采用对称布置的偏心轮-连杆结构，通过同一横轴带动前后两排深松铲实现反向振动；两排铲交替前后动作，疏松土壤；与全部深松铲同向振动相比，能降低拖拉机峰值牵引阻力及油耗，并减少传递给机架及拖拉机的振动；适于土壤深松整地和中耕作业。
具有安全可靠性的微耕机,本发明公开了一种具有安全可靠性的微耕机，其属于农业机械领域。其解决了现有技术中存在的微耕机在使用时，经常发生微耕机伤人的技术缺陷。其主要包括齿轮箱、柴油发动机、把手，齿轮箱上设有柴油发动机固定架，柴油发动机安装在柴油发动机固定架上，齿轮箱的动力输出轴上设有旋耕刀；所述具有安全可靠性的微耕机设有自动熄火装置；所述自动熄火装置包括急停支架、急停杠杆甲，急停支架通过销轴甲铰接在柴油发动机固定架上，急停杠杆甲通过销轴乙铰接在柴油发动机的机体上或者柴油发动机固定架上，急停杠杆甲的一端与急停支架固定连接。本发明主要用于田地作业，特别是大棚内作业和山区小地块作业。
深松平刀除草整地机,本发明公开了深松平刀除草整地机，包括悬挂架、机架、地轮、深松铲、传动机构和除草整地机构。传动机构由传动轴、变速箱、偏心轴、连杆、摆臂、除草刀腿和机架构成，除草整地机构由除草刀腿、除草平刀、分离栅筛构成。本发明将深松与平刀除草整地优化组合，一次作业完成了深松、除草、整地联合作业；平刀除草对土壤结构破坏小，对土壤层次扰乱小，作业跑墒少，保墒效果好，除草全面彻底，除草效果好；分离栅筛将除草平刀切断的草根和残茬根与土壤分离并覆盖在地表，不破坏表层土壤层次结构，土壤水分损失小，作业后地表平整，地表残茬覆盖率高，达到了除草并保持地表秸秆残茬覆盖的效果，具有蓄水保墒、防止沙尘暴和减少水分蒸发等作用。
带状旋耕播种机主动覆土方法,本发明提供一种带状旋耕播种机主动覆土方法，其包括以下步骤：带状旋耕刀将所切削的土壤向后抛掷，由二次粉碎总成进行收集并由二次粉碎甩刀将其进一步粉碎，粉碎后的土壤在导土板的约束作用下流入由带状旋耕刀所开的种沟内，有序覆盖在所施肥料和所播种子上；未粉碎的秸秆、根茬和土筏在二次粉碎甩刀的作用下被抛出机外。本发明在满足南方粘重土壤免耕作业的同时，不仅能够一次实现开沟、施肥和播种，而且通过二次粉碎和筛分的作用，将细碎的土壤分层覆盖在所施肥料和所播种子上，减小常规旋耕机二次下地粉碎土壤时所带来的动力消耗问题，降低了作业成本。
可实现能量计量的园林工具,本发明公开了可实现能量计量的园林工具，包括工具本体及与工具本体相连的手把，其特征在于：还包括能量转换装置及与能量转换装置电性相连的显示器，所述能量转换装置设置在手把部位；本产品园林工具设置了能量转换装置及显示器，通过该能量转换装置把劳动者在劳动过程中的劳动量转化成热量，并在显示器中显示出热量的卡路里数值，便于劳动者了解热量的消耗量，便于安排下一步的劳动量，使劳动者通过这类园林工具的使用达到劳动、休闲、锻炼为一体的效果。
防晾种整地除草清茬多功能免耕施肥播种机,本发明涉及一种防晾种整地除草清茬多功能免耕施肥播种机，该机包括深松装置排肥装置和播种装置，其主要特点是：在播种器和传动尾轮之间设有用于平整地表、除草清茬的地表整理机构。该机能够有效解决目前免耕施肥播种机无覆土整地、除草、晾籽、出苗效果差的问题。可在前茬未耕、少耕地块为玉米小麦等作物进行免耕施肥播种后，利用布置在播种器后部的地表整理机构对凸凹不平的地表土壤进行耕层细碎梳理、平整地表，很好的起到保地覆土和除茬灭草的作用，避免出现晾籽现象，提高播种出苗率。是实现农田保护性耕作播种的理想机具。
定轴刚齿式茬地种床整备装置,定轴刚齿式茬地种床整备装置属于农业机械；在槽型机架焊合的前端和后端部上分别固装三点悬挂架总成和副梁，挡板铰装在槽型机架焊合一侧上部上，可调支架将挡板支撑，在槽型机架焊合内侧下部上沿纵向相互平行且可横向调节地均布安装3-4根空心转轴，在空心转轴上分别安装双联链轮或带轮、单链轮或带轮、抛撒齿、传递输送齿，主驱动轴安装在槽型机架焊合前端中间部位上，链条或皮带依次将主驱动轴与空心转轴连接，前座板和后座板固装在槽型机架焊合上，拉筋依次插装在前座板、空心转轴和后座板上，其两端锁紧定位；本装置提高了我国黄淮海地区麦收后夏粮播种作业速度和质量，结构合理，清秸覆秸效率高，种床整备质量好，适用范围广。
电子自动控制平衡装置,一种电子自动控制平衡装置，该平衡装置设置在农具本体和驱动机体之间，该平衡装置中的固定座固定安装在驱动机体前端，所述固定座的两侧分别通过连接件与下拉杆一端铰接，下拉杆中部分别装有调节液压缸，下拉杆另一端与农具本体连接；所述固定座与上拉杆一端铰接，上拉杆另一端与支杆上端铰接，支杆下端与农具本体固接；所述农具本体上装有平衡传感器，固定座上装有平衡控制器和电磁阀；所述平衡控制器、电磁阀、调节液压缸和平衡传感器通过线路连接控制。与传统方式相比，本发明所公开的这种平衡装置能够根据作业地势的高低情况，对农具本体作出平衡调整，以保证农具本体符合地势的变化，提高农田作业质量和工作效率。
农用的密封式轮毂轴承组件,一种农用的密封式轮毂轴承组件，包括一轮毂轴承单元10，该轮毂轴承单元具有一凸边缘的外套圈11以及一对紧密地并排安装的静止的径向内套圈16，17。该密封装置20安装在轮毂轴承单元10的与凸缘12的侧部相对的一侧上并且包括密封垫圈32，该密封垫圈布置成抵靠着外套圈11滑动并且通过咬合作用安装在形成于距离凸缘12的侧部最远的内套圈17中的周向凹槽18内。
微耕机操向手把的转向调节方法及装置,本发明公开了一种微耕机操向手把的转向调节方法及装置，使下调节座与上调节座之间采用活动连接，通过定位销及定位孔来固定手把的水平位置及周向位置，拉出定位销后转动手把，就能实现手把的水平转向及倾斜度调整；并在下调节座上设置线角控制环，通过拉动三角卡环带动线角控制环进行轴向运动牵引左右离合，从而实现机器转向后的控制方向不变。本发明采用下调节座与上调节座活动连接的结构，通过定位销及定位孔来固定手把的水平位置及周向位置，即使在机器行进中也只需通过拉线拉动定位销实现水平360°转向和调节最适合操作整机的手把倾角，操作人员不会因为站立位置的改变而导致左右手控制的离合方向与机器实际的行进方向相反。
流化床炉渣为外包滤层的暗管排盐系统设置方法,一种流化床炉渣为外包滤层的暗管排盐系统设置方法。其是以带孔波纹塑料管为排盐暗管，管外壁用透水无纺布包裹形成预包管，然后在盐渍土中挖槽，选用流化床炉渣作为排盐暗管外包滤材，先在沟槽底部铺装流化床炉渣，接着将预包管放置于沟槽中心轴线位置，继续填装滤材至超过管顶，使暗管周围形成10～20cm厚外包滤层，然后盐渍土回填、夯实，最后在顶部覆盖一层客土。该暗管排盐系统自上而下剖面分别为植物层、客土层、盐渍土层、外包材料与暗管层。本发明主要以保护砾石等自然资源，开发以固体废弃物炉渣作为排水/盐暗管的外包滤层及其技术措施，对于滨海地区重盐渍化和次生盐渍化的防治、改良、利用具有广泛的应用价值。
减少犁柱上的农作物残留物积聚,一种用于农业机具的犁柱的残留物清除设备，其包括：辐条轮，适于附接至机具以使得辐条轮绕一轮轴线转动，所述轮轴线基本水平定向且垂直于机具的运行行进方向，并且位于犁柱的前方。驱动装置可运行以转动辐条轮。辐条轮定向成使得辐条轮的辐条的端部在犁柱前方的地面之上通过，并且使得辐条轮的辐条的该端部邻近于犁柱的前面通过。辐条弹性地或可枢转地安装至轮子。
一种收割机拨挡装置,一种收割机拨挡装置，包括底盘、脱粒仓底盘支架、变速箱总成、水平拨挡推拉杆、拨挡操作杆、“工”字型拨挡支架和扶手架，其特征在于：还包括变速箱角度支架，所述变速箱角度支架焊接在所述底盘上，所述变速箱总成与地平面成30～35°角固定在所述变速箱角度支架与所述脱粒仓底盘支架之间；所述“工”字型拨挡支架平行于地平面，一端固定在所述扶手架上；所述拨挡操作杆下端穿过所述“工”字型拨挡支架与所述水平拨挡推拉杆为一体，构成拨挡杆。本发明收割机拨挡装置，拨挡操作杆垂直穿过“工”字型拨挡支架，拨挡操作杆因重力作用自然地固定在所需的档位，避免拨挡失误导致误伤操作人员或打坏齿轮造成经济损失，使拨挡装置稳定性好，安全性能高。
中耕除草机,一种中耕除草机包括一个带多个除草刀的刀盘、带动所述刀盘旋转的动力装置、用于带动所述刀盘在田间移动的行走装置，还包括安装在所述刀盘上的多个对耕地进行松土中耕的中耕刀，本发明在除草的同时可以对耕地进行松土中耕，提高了工作效率，节省了大量的时间，而且成本低廉，另外只通过一套动力装置同时带动刀盘旋转和地轮行走，节省了空间，使得本装置的体型更加小巧，可适用于丘陵山地田间果园。
处置填埋堆放的旧垃圾用于丘陵盐碱湿地植栽竹柳的方法,处置填埋堆放的旧垃圾用于丘陵盐碱湿地植栽竹柳的方法，一是为宽3米、深3米、长度不限的坑床，制作由旧垃圾与土混合并添加菌种、熟化腐植酸和营养元素添加剂，搅拌均匀放入坑床，灌水后覆盖塑料膜，经厌氧发酵的培养基；二是按株距2米、行距3米沿坑床长度方向在坑床内两边定植竹柳，再在坑床定植苗木间隙按50cm×50cm栽种约1米高的育成苗，然后利用相邻坑床间空地，用钩机拌旧垃圾料和培养基料深翻1米以上，整理成扦插苗床育苗；三是搞好田间管理。本发明可逐步搬走城市历年堆放或填埋的垃圾，改善城市生态环境，并让出土地更好地造福社会；同时种竹柳可获显著收益，便于吸引投资商处置旧垃圾，减轻政府负担。
一种盐碱弃耕地再利用种植作物的方法,本发明公开了一种盐碱弃耕地再利用种植作物的方法，步骤为：①挖槽穴，随地形确定长度，槽底部稍有坡度，低处设出水口；②出水口端建排水槽；③地头挖回水池，槽穴中多余水回流储藏于回水池；④在槽穴底部及四周用棚膜将盐碱弃耕地与基质隔离，或槽穴底部铺炉渣，四周用棚膜进行隔离；⑤适宜的基质有珍珠岩、蛭石、细沙的混合物，炉渣、风化煤、粉煤灰的混合物，客土和秸秆腐熟物的混合物及其客土，将所述基质分别填充到不同的槽穴内；⑥种植作物前施入定量的复合肥和二胺，作物结果期追施两次定量的尿素和二胺；⑦、用滴灌带进行滴灌灌溉；⑧作物种植时起垄铺膜种植；⑨槽穴为一定间距，其表层用秸秆腐熟物替换，以降低基质受盐碱的影响。
大型农机具地轮作业状态与运输状态转换结构,大型农机具作业状态与运输状态转换结构属于农业机械；在横梁上通过内套销铰装两根上摆梁，超越离合器和动力输出链轮固装在内套销上，在上摆梁上通过上套销铰装地轮架，塔式中间链轮安装在上套销上，下端铰连在一起的两根下摆梁的上端部通过下套销分别与地轮架铰接，带有驱动链轮的被动爪盘安装在被动爪盘轴上，被动爪盘轴安装在地轮架上，通过地轮总成的立轴将地轮总成安装在地轮架下侧部上，地轮总成的地轮轴通过链传动总成与带有链轮的主动爪盘连接，锁定销配装在地轮架下侧部上，且与立轴插接配合；本结构方便地实现了农机具地轮的状态转换，结构简单，转换操作方便。
对滨海盐碱地的土壤进行脱盐的方法和系统,本发明提出了对滨海盐碱地的土壤进行脱盐的方法和系统。其中，对滨海盐碱地的土壤进行脱盐的方法，包括以下步骤：在待脱盐的滨海盐碱地进行挖土垫高形成台田和低洼地；在该低洼地中建造微藻养殖设备，在该台田上种植耐盐植物；利用地下咸水或自然降雨对该台田进行洗盐，并得到洗盐后排水，其中该洗盐后排水的含盐量为0.3~10重量%；以及将该洗盐后排水引入到该微藻养殖设备中进行微藻养殖。利用该方法和系统能够有效地对滨海盐碱地的土壤进行脱盐，同时，还可以有效地利用洗盐后排水进行养殖微藻。
拖拉机提升器操纵与动力输出的联动装置,本发明涉及一种拖拉机提升器操纵与动力输出的联动装置，包括安装有提升器操纵手柄的提升器操纵固定座、液压离合器及与液压离合器连接的动力输出总成，液压离合器的油路与控制阀连接，提升器操纵固定座上安装有开关位置调节板，离合器电控开关安装在开关位置调节板上，离合器电控开关上铰接有压板，或开关位置调节板上铰接有压板，且压板与离合器电控开关上的触头相接并控制触头动作，提升器操纵手柄外周上的凸轮面与压板外端相接，离合器电控开关与控制阀电气连接。本发明结构简单、合理，在操纵提升器操纵手柄进行农机具提升时，能同时能对动力输出进行控制，提高了拖拉机作业安全性。
具有刮土功能的可调式耕整机拖板结构,本发明公开了一种具有刮土功能的可调式耕整机拖板结构，它包括拖板；本发明中，在拖板上设有调节机构，所述调节机构包括由支架组件、斜推杆、支撑杆、竖杆组成的平面四杆机构和限位结构；斜推杆可沿支架组件上端轴套内孔滑动，竖杆下端与拖板上端面中部固定连接的支座铰连接；在斜推杆上设有可调整位置的限位挡销，在斜推杆上套装压缩弹簧；限位结构套装在斜推杆上端轴套上，卡板上的U形卡口可卡合到支架组件上端侧板内壁与轴套之间销轴上。本发明在使用时，将限位结构处于卡合状态，可使拖板与耕整机前进方向成锐角或直角，从而将田地上较高地面的土刮到较低处；平时耙地时，拖板在压力作用下进行耙地作业，可获得较好的整平效果。
基于单机驱动的秸秆打捆和旋耕播种的联合作业机,一种基于单机驱动的秸秆打捆和旋耕播种的联合作业机，其特征是它由拖拉机（6）、秸秆捡拾打捆装置（1）及旋耕播种盖籽装置（8）组成，所述的拖拉机（6）在驱动拖拉机（6）前进或后退的同时分别向前齿轮箱（3）及后齿轮箱（11）提供动力输出；所述的秸秆捡拾打捆装置（1）铰接在拖拉机（6）前部，所述的旋耕播种盖籽装置（8）铰接在拖拉机（6）后部；在所述的前连接机构（4）与拖拉机（6）之间安装有前提升机构，在所述的后连接机构（12）与拖拉机（6）之间安装有后提升机构。本发明有利于降低设备购置成本，提高作业效率，它既可联合作业也可单机作业。
一种盐碱土壤的生物降解型修复方法,本发明涉及土壤盐渍化防治技术，特别的，本发明涉及一种土壤盐渍化改良方法。一种盐碱土壤的生物降解型改良方法，它包括：步骤一，配制土壤调理给养剂母液：按照微生物代谢后的高聚产物PGA?50-70％、尿素25-35％，促根剂5-15％的配比混合，混后的混合物以1∶15的比例用水溶解而成所述母液；步骤二，将步骤一获得的母液稀释300-500倍，种植植物前浇灌于土壤表面，或是在移栽植物苗后在醒苗水里加入经稀释的母液；步骤三，间隔一周，再次浇灌一次所述经稀释的母液。本发明不会产生对土壤的不良影响，适应各种不同的地区。
节水保墒垄沟播种方法及配套茬秆还田多工序组合耕播机,一种节水保墒垄沟播种方法及配套茬秆还田多工序组合耕播机，是改变风沙干旱地区传统垄台播种的耕播模式；免除茬、免割秸秆、不起垄，垄沟播种，节水保墒抗旱的一种耕播方法及其配套的集茬秆还田、垄沟播种、施肥、覆土、镇压等多道农艺作业工序于一体的多功能耕播机。播种方法是：不割秸秆、不除茬、不旋耕整地、不新起垄；在上季的垄沟内播种。配套耕播机特征是：有机架、横梁、提升调节杆、悬挂杆、多个圆刀片、覆土镇压组件、播种施肥器，分茬铧上有立刀和分茬翼，覆土铧上有两翼可调茬秆覆土板。本发明创造了一套新的农艺模式，茬秆还田等多工序一次完成，使茬秆得到环保、合理的生态循环处理；垄沟播种保墒好，根系向下延伸，作物增产丰收。
种植草莓用的起垄装置,<b>一种种植草莓用的起垄装置，属于农业机械技术领域。包括由第一、第二墙板和横梁构成的机架；一组犁沟机构，以间隔状态固定在横梁上；一对齿轮箱，一个齿轮箱固定在第一墙板上，另一个齿轮箱固定在第二墙板上；垄台成形机构，设置在一对齿轮箱之间且与一对齿轮箱连接；动力输入机构，与一对齿轮箱连接。优点：由犁沟机构将相邻垄之间的土壤铲松，由垄台成形机构将由犁沟机构犁取的土壤挽起并且抛起成垄，既可保证垄基稳固又可确保垄台上部的土壤疏松而满足草莓种植成长要求；具有较高的起垄效率而得以满足大面积起垄要求，并且可以节约起垄成本；由于整体结构简单，因此制造和使用十分方便。</b>
一种旱田秸秆还田施肥播种机,本发明公开了一种旱田秸秆还田施肥播种机，包括现有技术的旋耕机和撒肥装置、播种装置，在刀滚轴的后上方设置一栅栏，在刀滚轴的正后方设置一压茬笼，在压茬笼的后方设置一镇压辊，通过增高架将施肥装置和播种装置固定在手拖扶手架的上方，撒肥管的撒肥口位于刀滚轴的前上方，化肥撒落在刀滚轴前方未旋耕的地表上，播种管的落籽口设置在压茬笼的上方，压茬笼滚动时翻动着土壤，种籽便进入土层，镇压辊实施对土表滚压，使种子与土壤扎实，有利于种子发芽生长，本发明结构简单，功能多，功耗低，效果好，易推广。
动力传递机构,本发明提供一种能够在多个原动机中更换使用的动力传递机构。动力传递机构(1)包括：蜗轮蜗杆机构(27)，其包括蜗轮(11)和蜗杆(9b)；轴(9)，其沿铅垂方向延伸，在下侧方向位置具有蜗杆(9b)；第1齿轮(7)，其位于轴(9)的上侧方向位置；第2齿轮(5a)，其能与第1齿轮(7)进行齿轮接合，第2齿轮(5a)形成为能与原动机(103)的轴(原动机侧输入轴(5))相连接。
一种葡萄园秸秆还田方法,本发明公开了一种葡萄园秸秆还田方法，它是在葡萄园里进行墒沟埋稻草、行间铺稻草的还田方法。本发明方法简单易行省工省本；能增加葡萄根系的排水透气性，也使葡萄园不易太旱太涝；行间铺稻草还可以抑制杂草生长保持土壤湿度；稻草还田于葡萄园3—4年葡萄园耕作层提高40cm以上，土壤有机质增幅达0.5—0.8成，葡萄品质显著提高，是长江中下游地区丘陵地区稻草还田的良好方法，生态效益、经济效益都能提升。
一种具有自动离合装置的旋耕机,一种具有自动离合装置的旋耕机，包括连接在机架上的可升降旋耕器，旋耕器包括传动箱和安装在传动箱输出轴上的旋耕刀，传动箱箱体以传动箱输入轴为轴心活动铰接在机架上，升降机构连接传动箱箱体，可推动传动箱箱体绕铰接轴心转动以升降旋耕刀的工作位置；传动箱输入轴上设置皮带离合轮，皮带离合轮中的分离座固定在传动箱箱体上，皮带离合轮中的分离爪轴向活动固定在机架上。本发明将皮带离合轮的分离爪轴向活动固定在机架上，分离爪自始不转动，仅利用分离座跟随传动箱箱体转动的角度大小，来改变皮带离合轮的工作状态，可实现对旋耕器转停状态的准确可靠控制，消除了旋耕刀发生意外旋转的安全隐患；同时实现了旋耕器的自动离合功能，使旋耕机具有了操作简便、自动化程度好的特点。
微耕机的前耕和后滚统一传动变速钢板变速箱总成,本发明涉及一种微耕机的前耕和后滚统一传动变速钢板变速箱总成，包括前耕变速箱、后滚变速箱、传动齿轮、轴、箱盖拨叉座，其特征在于，所述的前耕变速箱、后滚变速箱分别用钢板冲压整体成型，采用翻孔轴承位，所述的前耕变速箱内安装有6条轴，每条轴安装圆柱齿轮，并穿过对应的两个翻孔轴承位，所述的后滚变速箱内安装有7条轴，每条轴上安装圆柱齿轮，并穿过对应的两个翻孔轴承位。具有箱体坚固耐用、重量轻，简易制作、结构简单、容易维修、环保低碳、操作便捷、行走与耕作统一传动和同时变速，工作时机体稳定、操作不废力等优点。
一种白芹培土机,本发明涉及一种白芹培土机，属于农业机械技术领域。该机由铰支在机体上的后臂由下朝上延伸后再由转折处朝前延伸，转折处的下部与机体之间分别铰支高度控制油缸的两端，后臂的前端铰支上动臂中部，上动臂的上端与转折处的上部之间分别铰接垂直控制油缸的两端，上动臂的下端与下动臂通过动力驱动垂向轴转动副衔接，下动臂的下部具有两端封闭的垂向限位滑槽和下端敞开的垂向开口滑槽，限位滑槽与挖斗中部的下销轴构成移动副，开口滑槽与挖斗驱动端的上销轴构成移动副，下动臂的下端装有推土板，上销轴与下动臂的上端分别铰接挖土油缸的两端，挖斗具有挖掘端敞开的矩形内腔。本发明在保证作业质量的前提下，显著提高作业效率，大大减轻劳动强度。
一种空间曲面式深松铲,一种空间曲面式深松铲属农业机械技术领域，本发明中刀片上端与设有调节定位孔的铲柄固接，刀片下端与铲尖固接，铲刃夹角θ为45°～55°，调节定位孔为四个，且均在一条直线上，铲尖前部呈三角锥形、后部呈长方体；铲刃为一条空间曲线，可将其置于空间三维直角坐标系中，铲刃在平行于深松铲前进方向的平面YOZ和垂直于深松铲前进方向的平面XOZ上的垂直投影分别为前倾切土曲线MN和侧倾抬土曲线PQ，刀片的形状由铲刃沿Y轴负向延伸得到。本发明可延长深松部件的使用寿命，降低整机的横向震动，提高土壤破碎效果，增加有效深松体积，提高作业效率，降低能源消耗。
