名称,摘要
大枣节能干燥仓,大枣节能干燥仓属于农产品干燥设备领域，特别是涉及到一种适用于气候干燥、温差较大的地区干燥储藏收获后大枣的干燥设备。包括支腿、仓底板、仓门、外层仓板、仓帽、隔风盖板、内层仓板、无动力风机。大枣放在外层仓板与内层仓板间的空腔。利用“烟囱效应”及无动力风机辅助在干燥仓外底部及内顶部产生压力差，形成空气流动。空气从通风孔进入，穿透中间的大枣层带走大枣中气化出的水分，在内层仓板的风道腔集中并形成一股向上流动的空气流，最后从顶部无动力风机排出，达到去除水分干燥大枣的目的。本设备投资低，无运行费用，由于采用常温空气干燥，大枣品质不变，节约能源，节省人力，减少对环境的污染，具有显著的经济效益和社会效益。
缠绕装置,本发明涉及一种用于包裹或包装收获物包（15）、特别是农业收获物包的缠绕装置（14），其具有缠绕底部（10）和引导框架（13），所述缠绕底部用于接纳和旋转已挤压的收获物包（15），所述引导框架用于至少一个缠绕材料载体（11、12），所述缠绕材料载体用于利用带形的缠绕材料（22、23）缠绕处在缠绕底部（10）上的收获物包（15），引导框架（13）的高度是可调节的，以将缠绕材料（22、23）的中心（20、21）大致调节到要被缠绕的收获物包（15）的中心（16）的高度上。为了使具有引导框架（13）的缠绕装置（14）适配于具有不同包直径的包（15），按本发明建议如下：引导框架（13）可绕平行于收获物包旋转轴线（16）的水平轴线（26）偏转。
一种转动砧辊配合螺旋齿刀铡切装置,一种转动砧辊配合螺旋齿刀铡切装置，齿轮传动系统和铡切机构装设在机体（5）内，大齿轮（1）和小齿轮（2）同轴装设在齿轮腔（Q）内，大齿轮（1）啮合联接转向轴齿轮（3），小齿轮（2）啮合联接砧辊轴齿轮（13），转向轴（4）装设转向伞齿轮（6）与刀轴伞齿轮（7）啮合，螺旋齿刀（9）装设在刀轴（8）上，垂直设置在机体内腔（D）中，砧辊（11）水平设置在另一侧下层机体内腔（D）中，与螺旋齿刀（9）呈90°交错设置。机体（5）联轴器（14）与动力机械连接，由齿轮传动系统带动螺旋齿刀（9）和砧辊（11）旋转，螺旋齿刀（9）的偏心刀刃与砧辊（11）的砧槽（W）对应配合，将秸秆或稻草切断。本发明操作方便，使用安全，可作为同类机械的基本型，扩大应用范围。
用于控制方包打包机的麻线制动装置的方法,根据本发明，麻线制动装置(100，102)被控制成使得在打包室(18)没有用收获的物料完全填充的初始时间段期间的麻线(46，48)、金属丝或绳索中的平均张力大于在打包室(18)用收获的物料完全填充的第二时间段期间的麻线、金属丝或绳索中的平均张力。
谷物联合收割机的清选损失的实时在线监测方法及其装置,谷物联合收割机的清选损失的实时在线监测方法及其装置：将对称式压电晶体传感器安装于清选筛出口处；清选物经清选筛出口流出；传感器获取清选物的冲击信号并送入带通带通电荷放大电路，转换成具有一定幅值的电压信号；通过信号补偿电路进行信号调整，消除强干扰信号，增强谷粒信号的识别；运用带通滤波电路、灵敏度调节电路分别分离出振动噪声与谷粒信号；经脉冲整形电路整形为处理器可以执行的标准脉冲信号；在线监测模式：处理器实时采集谷粒清选损失信号且对信号进行计数和处理；查询数据模式：处理器调出时段内损失谷粒的总量，用于评价作业质量状况。本发明可消弱干扰信号，增强谷粒冲击信号，提高谷草识别精度，而且提高测试可靠性。
一种多用途农作物秸秆打包机,本发明提供一种多用途农作物秸秆打包机，其结构是由输送机、喂料箱、喂料机、挤压机箱体和捆扎机组成，挤压机箱体的左端设置有挤压室，挤压室的左端与捆扎机连接，挤压室的上方设置有喂料箱，喂料箱的左侧面中部设置有喂料机，喂料箱的右侧面连接输送机的上端，输送机的下端设置在地面的机坑里，该打包机械具有结构简单，操作方便，自动化程度高，不仅能对麦秸秆、稻秸秆、饲草进行打包作业，还可对棉花秸秆玉米秸秆、荆条和其他硬质农作物进行打包作业，为农作物秸秆的深加工利用提供了可靠的设备保障。
一种新型贯流式谷物清选装置,本发明涉及一种新型贯流式谷物清选装置。所要解决的技术问题是提供的谷物清选装置应能提供一个相对稳定的横向风源以及可调节间距和角度的喂料系统，以达到更好的清选效果，还应具有结构简单、操作容易、成本较低的特点。技术方案是：一种新型贯流式谷物清选装置，包括机架、安装在机架顶部的喂料机构、安装在机架侧面的风源装置，其特征在于：所述机架，设有清洗室及其下方的接料室，清洗室的前侧和后侧设有挡板，左侧为与风源装置连接的进风口，右侧为杂质出口，清洗室顶部的左侧与喂料机构的送料口接通，底部与接料室接通；接料室内设有至少一个开口朝上布置的集料斗。
具有改进的捆包滑道的方包打包机,一种方包打包机(10)，其包括用于将完成的包捆下降到地面上的捆包滑道(40)，其中所述捆包滑道具有前端，该前端连接至打包机的后端(30)以绕横向于打包机的行进方向的轴(70)在升起的运输位置和降低的操作位置之间枢转运动，并且设有悬挂装置(46)。所述悬挂装置通过杆机构(60，62，64，66)连接至打包机，所述杆机构能在第一位置与第二位置之间运动，在所述第一位置，捆包滑道被支撑在操作位置，在所述第二位置，捆包滑道相对于水平方向充分倾斜，以使搁置在捆包滑道的任意部分上的捆包都能在重力作用下沿着捆包滑道滑动，并从捆包滑道的尾端落到地面上。
具有称重系统的打包机,本发明涉及一种方包打包机(10)，所述方包打包机包括用于当后部部分(26)枢转到捆包排出位置中时在称重时间间隔期间对捆包称重的装置。后部部分(26)还包括用于改变沿着后部部分(26)运动的捆包的速度的制动器(103)。根据本发明，制动器(103)构造成施加可调节的制动力。这样得到具有改进的准确度的称重系统。
一种便于组装的谷物脱粒装置,本发明提供了一种便于组装的谷物脱粒装置，它由脱粒组件、顶盖组件和分离清选组件三个拆装体组成；顶盖组件与脱粒组件之间、脱粒组件与分离清选组件之间的连接固定结构采用快速铰接装置，快速铰接装置处在在谷物脱粒装置的前侧或后侧的其中一侧，快速铰接装置是由带有一向斜上方开口斜槽的长方形铰接钢板和折弯成L形的圆钢铰轴挂接组成，二者分别被固定在需要连接的两组件上。本发明有机地对脱粒装置分成三个可拆装部分，在具有基本脱粒功能的基础上，还可在不用工具的情况下快速打开或将脱粒机分成几部分，便于快速地对脱粒机进行清扫清除残余，提高育种试验脱粒效率。
一种联合收割机双向夹持折弯的链条输送机构,本发明公开了一种联合收割机双向夹持折弯的链条输送机构，包括脱粒滚筒双向夹持链条、扶禾导向条和折弯导向器，折弯导向器设在脱粒滚筒双向夹持链条靠近扶禾指一侧外链板的外侧；折弯导向器包括折弯导向板和折弯导向条安装板，折弯导向板水平设在扶禾板的下方并位于脱粒滚筒双向夹持链护链板的正前上方；折弯导向条安装板固定在折弯导向板上，导向条一端连接在折弯导向条安装板上，另一端伸向扶禾板下方。该链条输送机构可以在作物竖直方向夹持固定作物后，再利用脱粒滚筒双向夹持链条与折弯导向器的折弯功能部位的作用，将作物准确迅速折弯，使作物的穗部由竖直状态改变方向顺利并及时的进入脱粒滚筒进行脱粒，极大缩短了工作流程。
玉米剥皮试验装置,本发明公开了一种玉米剥皮机，包括连接架、底架、输送器，底架、输送器支架固定在工作平台上，输送器与输送器支架连接，底架与连接架连接，剥皮辊电机、压送器电机分别与底架连接，连接架内设有苞叶输送搅龙，连接架上方与剥皮机构连接，剥皮机构与剥皮辊电机连接，压送器与压送器电机连接，剥皮机构与压送器连接，压送器包括上侧板、下侧板、均布轮，上侧板前端与进料斗连接，进料斗表面焊有控制挡板，均布轮固定在压送器的上侧板上，剥皮机构的轴端设有安全离合器，苞叶输送搅龙的末端设有苞叶切碎装置，苞叶输送搅龙下部设有弧形网孔筛，弧形网孔筛下部与籽粒回收箱焊接，籽粒回收箱上部与连接架焊接。能够适应不同地区和不同玉米品种剥皮。
脱粒装置,本发明提供一种脱粒装置，与从谷粒摇动筛漏下的一次处理物的量无关，能够使掺杂的秸秆屑少且作为一次处理物的谷粒顺畅地漏下而将其回收。该脱粒装置具有脱粒部和分选部，其中脱粒部在脱粒室对禾秆进行脱粒处理，分选部利用摆动分选装置对脱粒处理物进行摆动分选，摆动分选装置具有谷粒摇动筛(110)，该谷粒摇动筛(110)使作为一次处理物的谷粒从沿纵横方向形成的多个筛孔(125)漏下，在谷粒摇动筛(110)的至少上游侧部分，以与谷粒摇动筛(110)接触或非常接近的状态隔着间隔地并排设置具有挠性的多个细长件(134)。
一种悬挂式压捆机,本发明公开了一种悬挂式压捆机，其特征在于包括：底架；集草箱，固定在底架上，用于收集秸秆；动力装置，安装在底架上；压捆装置，与所述集草箱组合，并通过传动装置与动力装置相连，以便在动力装置的驱动下将集草箱内收集的秸秆压实打捆。可自动将收集的秸秆压实打捆回收，也可以与联合收割机等组合使用，秸秆回收压捆作业效率高，结构拆装方便。
一种秸秆压捆机,本发明涉及一种秸秆压捆机，属于农业秸秆处理设备技术领域。技术方案是：包含储料箱（1）和压缩机构；储料箱上设有进料口（2）和落料口（3）；压缩机构包含压缩室（4）、闸板（5）、压缩板（6）、推板（7）和出口（8），压缩室内设有压缩板和推板，压缩室设有出口，压缩室设置在落料口的下方，在压缩室与落料口之间设有闸板。本发明特别适用于玉米秸秆压缩打捆包装，具有结构紧凑、操作简便、机动灵活等特点，可以连续、不间断工作，提高效率；可以在现场对秸秆进行处理，降低生产成本，减轻劳动强度。
雾培法生产的马铃薯微型种薯采后处理和贮藏方法,一种雾培法生产的马铃薯微型种薯采后处理和贮藏方法，涉及马铃薯微型薯收获后的处理方法、贮藏方法及期间对环境的要求，主要解决利用雾培技术或水培技术生产的微型种薯不易贮藏的问题；具体步骤是块茎采收后及时杀灭块茎表面的各种病原物，然后创造适宜的环境条件，使得块茎表面的伤口快速愈合，表皮快速木栓化，龙葵素含量升高，为其在贮藏期间增强对病虫害的抵抗力、保持种薯新鲜度和生活力、大大延长贮藏期打下基础；处理后的微型薯即可在低温高湿的贮藏设施内长期贮藏。本发明与传统贮藏方法相比优点是：贮藏期间基本无病虫害发生，大大延长了块茎的贮藏期至18个月左右，块茎在贮藏期间失水很少，保持了种薯新鲜度和生活力。
一种双方式芦苇高密度打包机及喂入打包方法,本发明公开了一种双方式芦苇高密度打包机及喂入打包方法，打包机包括有机座，在所述的机座上设有能将长芦苇捆粉碎的粉碎输送机构，在所述机座上设有能将粉碎后的芦苇压成方包的压实机构，在所述粉碎输送机构下方设有能将粉碎输送机构粉碎后的芦苇输送到压实机构的捡拾输送装置，在所述机座上设有能对经压实机构压实成方包的芦苇进行打结捆扎的打结装置。本发明的目的是为了克服现有技术中的不足之处，提供一种结构简单，使用操作方便，打包效果好的芦苇打包机。
一种打捆机及其秸秆喂入切碎装置,一种打捆机及其秸秆喂入切碎装置，该打捆机包括机架及设置在该机架上的行走机构、动力传动装置、捡拾机构、打捆机构及压缩箱，该动力传动装置安装在该机架的前端，该行走机构安装在该机架的下方，该捡拾机构设置在该行走机构前方，该压缩箱安装在该机架的后端上方，该打捆机构设置在该压缩箱的前方，还包括秸秆喂入切碎装置，该秸秆喂入切碎装置安装在该机架上并设置在该捡拾机构后方，该喂入切碎装置包括支架、动刀机构、定刀机构和传动机构，该动刀机构安装在该支架上，该定刀机构对应设置在该动刀机构下方并安装在该支架上，该动刀机构与该传动机构连接，该传动机构与该动力传动装置连接。
鲜玉米脱粒机的刀片调节装置,一种鲜玉米脱粒机的刀片调节装置。主要解决了现有的大型鲜玉米脱粒机切粒装置刀片调节不方便的问题。其特征在于：刀盘(1)相对主轴(4)轴向滑动，刀片(2)沿刀盘(1)的回转圆周的径向滑动，刀片(2)与刀盘(1)之间设有刀片弹簧(5)；支架板(3)的两侧分别设有伸缩架(6)和碟形调节盘(7)，伸缩架(6)和碟形调节盘(7)通过拉杆(8)相连，碟形调节盘(7)扣在刀片(2)外，伸缩架(6)与支架板(3)之间设有调节板(12)。该鲜玉米脱粒机的刀片调节装置具有调节刀片方便、不用更换刀片及成本低的特点。
一种延长薯苗贮运保鲜期的方法,本发明涉及薯苗的贮运保鲜技术，具体是一种延长薯苗贮运保鲜期的方法。方法是：从甘薯苗床上选择高度22～27cm、生长健壮的薯苗，剪割后保留顶端三叶一心，摘除下部剩余的叶片，扎成把（100株/把）后，立即浸入冰水（含冰的水，水温0℃）中，保持20～25秒钟，取出、沥尽水，放入包装纸箱内，并在纸箱四周每个侧面打3～4个直径为1cm的透气孔，用胶带将纸箱包装好后送快递公司邮运。该方法通过薯苗遴选、采后摘叶、冰水浸泡以及结合包装箱打孔处理，降低薯苗呼吸强度、减少水分蒸发，营造良好的贮运环境，来延长薯苗的保鲜期。
节能高大平房粮仓,本发明公开了一种节能高大平房粮仓，在所述粮仓的墙体内侧及粮仓的顶部和底部均设置有保温板，在粮仓内粮堆的上部覆有保温膜，在粮堆内设置有通风装置，在粮仓底部保温板上设置有地笼。本发明的节能高大平房粮仓，在粮堆上部采用PE膜进行保温，利用粮堆内部热量的自动循环和间歇地使用降温装置来降温，降低了电能消耗，实现了节能环保。
一种柑桔立体贮藏架,一种柑桔立体贮藏架，包括组合型层叠箱架、通气贮藏箱和吊装系统，所述组合型层叠箱架由两副门形框格架组合而成，所述门形框格架的两侧都设有叠箱框格和承重框格，所述通气贮藏箱设有通气底孔、垂吊桩柱、斜吊桩柱、横移滚柱和开合箱板，所述吊装系统安装在组合型层叠箱架的顶部，其结构包括起重桥架、双卷筒卷扬机、双轮导绳架和起重吊绳。本实施例根据柑桔贮藏量安装单体结构或联体结构的组合型层叠箱架，多层次立体贮藏柑桔，使桔农在同样的堆放场地上能贮藏原来数倍柑桔，并能方便的定期检查和及时剔除烂果，不会出现柑桔因地面潮湿和相互挤压损伤而腐烂的情况。因此，该柑桔立体贮藏架结构合理、操控简单，方便桔农贮藏柑桔。
一种稻草扎捆装置,本发明公开了一种稻草扎捆装置，其特征在于：包括推圈器，推圈器为半筒状，推圈器的一端设有叉子，推圈器与支架连接；挡草管，挡草管套住推圈器，挡草管的一端设有进草口以及与叉子相配合的缺口，叉子的端头从缺口中伸出；稻草套，稻草套设有开口，稻草套套在挡草管上，开口方向与进草口相一致；护圈网，护圈网设置在挡草管外，护圈网内设有倒刺与稻草套相接触，护圈网的一端设有齿条与控距齿轮相啮合，另一端设有复位弹簧，控距齿轮与动力机构连接。本发明结构简单、制造和使用成本低、扎捆效率、质量高、能减轻人工扎捆的劳动强度，且非常方便与联合收割机组配在一起，实现连续作业。
一种苜蓿青干草调制整理方法及设备,本发明属于牧草加工机械领域，涉及一种苜蓿青干草调制整理方法及设备，“草辫”是有些地区小型农牧户采用“晾草架”等堆贮通风干燥方式的形式，所述的苜蓿青干草调制整理方法以“草辫”为目标产物，采用梳理—压扁—成辫—牵伸—切断的工艺流程进行“草辫”的机械化制备；苜蓿青干草调制整理设备包括梳理部件、压扁部件、成型部件、牵伸部件、切断部件、传动系统以及机械调速装置，能够一次性完成苜蓿青干草的梳理、压扁、成辫、牵伸、切断工序，制备的“草辫”长度、直径统一，紧实程度适中，设备能够大幅度减小农牧民的劳动强度，提高工作效率，促进部分地区尤其是藏区的经济发展。
一种农用系统,本发明涉及一种农用系统(1)，其包括：打包设备(2)，其包括捆包形成装置(2a)以在打包室(14)中形成圆柱形捆包；包裹设备(3)，其用包裹材料包裹捆包，所述包裹设备包括用于在包裹期间支撑捆包的包裹台(15)和包裹装置(16)；和转移设备(100)，其将从打包室排出的捆包转移到包裹台，其特征在于，转移设备(100)包括用于支撑捆包的可枢转的支撑件(101)，所述能枢转的支撑件至少可在从打包室(14)接收捆包的接收位置与释放位置之间枢转，在所述释放位置中捆包被释放在包裹台(15)上。
石斛气调保鲜方法,本发明公开了一种石斛气调保鲜方法，包括以下步骤：1)愈伤处理；2)大帐熏蒸处理；3)假植保鲜处理；4)包装：将石斛连同假植营养瓶一起装入内衬有0.02～0.05mm厚的PE保鲜袋的塑料箱或纸箱中；5)预冷：将上述装箱后的石斛放到气调库进行预冷，预冷温度为-1～0℃，时间为12-24h；6)气调参数调控：将预冷后的石斛的PE保鲜袋的袋口扎紧，于气调库中常规码垛，库温始终保持为0±0.3℃，库内O<sub>2</sub>体积百分比浓度为2％～3％、CO<sub>2</sub>体积百分比浓度为8％～10％，相对湿度为90％～95％，直至出库。该方法可以使石斛的茎保鲜8～12个月，叶子保鲜3～5个月，大大提高了其保鲜时间，满足了市场需求。
半喂入联合收割机割台遗留谷物回收系统,本发明公开了一种半喂入联合收割机割台遗留谷物回收系统，包括积谷装置和谷物回收装置，积谷装置包括积谷斗和淌谷板，积谷斗设置在割台下侧，淌谷板设置在谷物回收装置下侧。谷物回收装置包括谷物输送机构、动力传动机构及离合张紧机构，谷物输送机构设置在淌谷板上侧，包括吸引搅龙部件、过渡搅龙部件、出粮搅龙部件、第一齿轮传动箱和第二齿轮传动箱，吸引搅龙部件一端与积谷斗相连，另一端通过第一齿轮传动箱与过渡搅龙部件一端相连，过渡搅龙部件另一端通过第二齿轮传动箱与出粮搅龙部件一端相连，出粮搅龙部件另一端通向脱粒滚筒输入口。本发明大大减小了半喂入联合收割机的割台谷物损失，对促进农业增收具有重要意义。
一种可变移动方式的脱粒装置,本发明提供了一种可变移动方式的脱粒装置，它包括机架、脱粒滚筒、动力源、脱粒罩、扶手及接料斗；机架为一长方体钢架结构，在机架上半部分四周围有围板，围板的下部具有向内的折边，折边与未折部分的夹角为钝角，从而使围板形成向下且向内的收口；机架的底部固定有前底横梁、后底横梁、中间底横梁；在前底横梁、后底横梁、中间底横梁的底部延长度方向布置了两条方形长杆作为滑橇。所述脱粒装置还包括轮系，两轮可各自自由转动，构成轮系。通过控制轮架沿圆轴转动方向及摆放位置，可实现滑橇的滑动和轮子的转动两种行走方式的转换。本发明结构简单、制作成本低，操作简易，在水田及道路上都可以较顺畅的移动，推广应用价值大。
联合收割机的纵轴流带切碎式组合滚筒,一种纵轴流带切碎式组合滚筒，包括脱粒装置和脱粒驱动装置，脱粒驱动装置连接驱动脱粒装置；还包括秸秆切碎抛撒装置，所述秸秆切碎抛撒装置的进料口连接在所述脱粒装置的排草口；秸秆切碎抛撒装置上开有抛洒口。该技术手段的原理是，在脱粒装置的排草口处设置有与之一体化的秸秆切碎抛撒装置，操作安全、简单、方便，秸秆切碎、抛撒均匀，更有利于秸秆还田。
收获打捆机用椭圆齿轮不等速间歇喂料机构,本发明公开了一种包括动力传动系统、往复摆动系统、喂料系统和用于安装在打捆机上的固定板，动力传动系统通过往复摆动系统带动喂料系统向打捆机压缩室喂料；动力传动系统包括塔轮、链条、被动链轮、主动椭圆齿轮和被动椭圆齿轮；塔轮具有主动链轮，主动链轮通过链条带动被动链轮和主动椭圆齿轮旋转，被动椭圆齿轮驱动往复摆动系统动作。本发明使收获打捆机能实现连续不间断的、高速、高效率的生产作业，使收获打捆机完全替代传统的联合收割机，实现既收籽粒又能将秸秆打捆，一次作业全部完成收获、打捆任务并实现连续作业。使收获打捆机真正成为联合收割机的更新替代产品，对于推进农业现代化建设具有十分积极的意义，值得大力推广。
一种用于降低粮食温度的旋转犁式热交换装置,本发明提供了一种用于降低粮食温度的旋转犁式热交换装置，在所述储粮仓内设有中心轴和驱动中心轴转动的驱动装置，所述中心轴上设有左右两根横梁，横梁上各设有一组犁式热交换部件，所述犁式热交换部件包括蒸发器部分和冷凝器部分，蒸发器部分设置于储粮堆内，冷凝器部分设置于储粮堆外。本发明采用动力驱动装置驱动犁式热交换部件旋转，使蒸发器部分包括犁式换热板与储粮堆充分接触换热，加快了储粮堆的降温速度，且储粮堆内温度比较容易均匀，省去了可能带来食品安全隐患的药物熏蒸过程，本发明不仅能实现储粮过程中的“低能耗”、“无污染”的绿色环保低温或准低温贮藏，且易于实现“无值守”管理、极大地减少储粮成本、降低劳动强度。
草捆收集装置,一种草捆收集装置，包括承载架、支撑架、可编程控制器、行走机构、草捆直行位置检测器、草捆侧移位置检测器、草捆直移机构、草捆侧移机构、草捆卸载机构及第一动力输出设备。草捆进入草捆引导架后，草捆直行位置检测器产生检测信号，可编程控制器在检测到草捆直行位置检测器产生的检测信号后，控制第一动力输出设备为草捆直移机构提供动力以使草捆直移机构将草捆推到草捆收集架上，在检测到草捆侧移位置检测器产生的检测信号后，控制第一动力输出设备为草捆侧移机构提供动力以使草捆侧移机构推动草捆在草捆收集架上侧移，可编程控制器还计数草捆的数量并产生对应的数量值，在比较出数量值与预设的标准值相同时，控制草捆卸载机构将草捆从草捆收集架上推下。
白及种子的保存方法,本发明公开了一种白及种子的保存方法，采集未开裂的白及蒴果，将采集到的白及蒴果在超净工作台上用质量百分比为75%的酒精浸泡30s后，用灭菌滤纸吸干白及蒴果表面的酒精；再用无菌水对白及蒴果洗涤3~5次，每次洗涤后都用无菌滤纸将白及蒴果表面的液体吸干；将经过洗涤的白及蒴果置于超净工作台上，用酒精灯明火外焰进行烘烤，烘烤的温度为400～500℃，烘烤时间为3～6秒；将经过烘烤的白及蒴果放置于4℃的冰箱中保存。本发明对采集白及种子进行处理后实行低温存储，储存1年以上的白及种子在播种后依然具有与当年采收的新鲜成熟种子相接近的播种萌发率，本发明为白及种子资源的保存及研究提供了一条有效的途径。
滚筒式脱粒部件阻塞故障自动监测排除装置,本发明涉及一种滚筒式脱粒部件阻塞故障自动监测排除装置，属于农业机械技术领域。该装置包括脱粒滚筒、脱粒凹板以及控制电路，脱粒凹板由固定凹板以及活动凹板组成；活动凹板远离固定凹板的一端通过压力传感器与液压缸的活塞杆连接，液压缸的缸体铰支在机架上；压力传感器的压力信号输出端通过含CPU的控制电路接液压缸油路换向阀；当压力信号小于预定下限值时，换向阀受控处于通过液压缸保持活动凹板与脱粒滚筒预定间隙位置；当压力信号大于预定上限值时，换向阀受控处于通过液压缸加大活动凹板与脱粒滚筒间隙位置。采用本发明后，可以有效避免发生阻塞故障，实现防堵；并且可以将堵塞物排掉，实现放堵。
一种具有侧窗的纵向轴流脱粒装置,一种具有侧窗的纵向轴流脱粒装置，包括机架、脱粒总成、窗体总成、振动筛；所述的脱粒总成具有前半轴、螺旋锥形喂入器、脱粒滚筒、凹板筛、顶盖，所述的螺旋锥形喂入器前端与所述前半轴通过法兰连接，后端与脱粒滚筒的一端同轴刚性连接，脱粒滚筒的另一端同后半轴固定连接，窗体总成由窗口、防护罩、弹簧扣锁、锁杆、气弹簧撑杆组成，所述窗口开设在机架一侧上方，防护罩上端与所述机架顶部铰接，所述弹簧扣锁安装在所述防护罩下部，和所述弹簧扣锁相配合的所述锁杆固定在机架上，气弹簧撑杆一端与机架铰链连接，另一端与防护罩铰链连接。本发明通过窗口能够清楚查看脱粒滚筒、凹板筛、振动筛的技术状态与工作情况。
一种甜高粱茎秆切割装置,本发明公开了一种甜高粱茎秆切割装置，包括用于切割甜高粱的锯盘；在锯盘的上方倾斜安装的导料槽，其接近锯盘的端部向锯盘延伸，并且与锯盘间隔特定距离，用于夹持甜高粱茎秆；在锯盘的下方安装的出料槽，其与导料槽的倾斜方向相同，并且与导料槽组合成供甜高粱通过的通道；锯盘的旋转方向与高粱通过通道时的移动方向相反，用于切割甜高粱茎秆。该甜高粱茎秆切割装置安装在原料输送装置的后端，当批量的整杆甜高粱源源不断地送入甜高粱茎秆切割装置后，在驱动装置的作用下，锯盘不断旋转，可以实现对大批量甜高粱的连续机械切割，便于茎秆与叶子的进一步分离。
沙柳捡拾打捆夹爪,一种沙柳捡拾打捆夹爪，涉及与铲车配套使用收集沙生灌木的装备。本夹爪是由下爪和上爪两部分构成；下爪和上爪的后部由铰链联在一起；下爪的后部设有联接柄，以便与装载机的动臂和拉杆相联；上爪由上中爪、上侧爪及上活动爪构成，上中爪与下爪相互错开，上侧爪与下爪的两边对齐；上侧爪的外侧装有侧板，以沿长其长度，并与下爪错开；上中爪和上侧爪是联在一起的，其后部联有一油缸，该油缸的另一端联在下爪上，用以控制上爪的开合；在上中爪的前端以铰接的方式装有上活动爪，上活动爪上也联有一油缸，油缸的另一端联在上中爪上，以控制其在上中爪上的活动。利用本夹爪可以实现机械化作业，降低了劳动强度，提高工作效率。
方便卸料和自动装车的稻壳暂储仓,本发明涉及的是方便卸料和自动装车的稻壳暂储仓，这种方便卸料和自动装车的稻壳暂储仓包括仓体和支架，支架支撑在仓体下部，仓体顶部有出风口，仓体上部侧壁设置上料管，仓体底部有卸料口，卸料口处安装有卸料口启闭装置，卸料口启闭装置的插板将卸料口封住；卸料口启闭装置由插板、滚动轴承、角铁滚道、连杆机构构成，角铁滚道沿插板相对应的两条边对应设置，角铁滚道的竖直边与卸料口筒体固定连接，角铁滚道从卸料口筒体侧向伸出，插板下面安装有滚动轴承，滚动轴承位于角铁滚道的水平边上；插板侧面连接连杆机构，连杆机构的杠杆踏板的支点设置在仓体支架上。本发明中杠杆踏板能够方便控制插板，实现卸料口的开启和关闭，使卸料方便，节省人力资源。
一种韭菜计量捆扎装置,本发明是一种韭菜计量捆扎装置，包括计量筒机构、捆扎筒机构、缠绕机械手、送带紧带机构和开门出捆机构。计量筒机构由一个不完全的圆柱型筒壁和隔板组成，圆柱型筒壁中央设有转轴和浮板，转轴下端设有摆杆。捆扎筒机构包括捆扎筒壁和夹紧机械手，夹紧机械手末端设有丝杠螺母与滚珠丝杠连接。缠绕机械手包括托板、手指和两个齿条，两个齿条分别由两个电机驱动。送带紧带机构由三个推杆和一对摩擦轮组成。开门出捆机构包括槽轮和槽轮摆杆，槽轮与出捆门连接。可以使收割后的韭菜先被精确计量再输送到捆扎机构中被夹紧，由缠绕机械手实现绕带，最后对带进行热熔焊接，消除了行走机构对捆扎动作的影响，保证了捆扎力的适中和满足连续作业的要求。
一种橡胶树种子贮藏方法,本发明涉及一种橡胶树种子贮藏方法，是选取含水量在20%以上的正常种子用多菌灵溶液浸种消毒，然后取出晾干；取细河沙并喷洒多菌灵溶液消毒后晾干；在贮藏框底部铺一层细河沙，在细河沙上铺橡胶树种子，取种子贮藏复配剂并让其吸水后撒于种子上；接着，在种子贮藏复配剂上方再铺橡胶树种子，撒种子贮藏复配剂；以此类推，最后，在顶层种子贮藏复配剂上面铺细河沙，然后在20～27℃、相对湿度在40～60%的条件下贮藏。本发明工艺简单，通过选种、消毒和贮藏，控制贮藏室的温湿度等过程，解决了橡胶树种子中短期大量贮藏问题，实现了全年提供橡胶树种子的目的，为橡胶树籽苗芽接育苗技术的工厂化生产提供了技术保障，具有广阔的推广应用前景。
谷物清选装置以及具有该清选装置的联合收割机,本发明涉及谷物清选装置。谷物清选装置包括用于接收收割上来的处理物并将其向后部输送的搁板，位于所述搁板的后部沿谷物输送方向设置有用于对从该搁板接收过来的处理物一边过筛一边分选的具向上倾斜角度的第一颖壳筛，位于所述第一颖壳筛的后部沿谷物输送方向设置有用于对从该第一颖壳筛接收过来的处理物一边过筛一边分选的具向上倾斜角度的第二颖壳筛，位于所述第二颖壳筛的后部沿谷物输送方向设置有用于对从该第二颖壳筛接收过来的处理物进行分选的具向上倾斜角度的尾筛。本发明结构简单，谷物筛选效率高且筛选彻底，适用与小型联合收割机的大喂入式操作。
连翘脱粒碎枝机,一种连翘脱粒碎枝机，包括机架（1）、输送装置（2）、喂入装置（3）、脱粒装置（4）、逐稿装置（5）、分离装置（6）、清选装置（7）、粉碎装置（8）、风扇（9）、脱粒用电机（10）和碎枝用电机（11）。本发明的连翘脱粒碎枝机能代替人工，高效率的完成连翘的脱粒和碎枝作业，得到纯净的连翘果实及连翘碎枝，减少农民的劳动强度，大大提高劳动生产率。
