"patent_id","名称","申请号","摘要"
"11580418","秧苗移植机","CN201210216502.9","本发明提供一种秧苗移植机，其能够从开始插植秧苗时就进行肥料的供给，并且能够将肥料的余量变少这一情况可靠地通知给作业员。所述秧苗移植机构成为，在行走车体的后部设有插植装置和施肥装置，设有对该行走车体进行停止和前进操作的操作部件，插植装置和施肥装置与该操作部件的停止和前进操作联动地停止和工作，所述秧苗移植机设有控制装置，当对所述操作部件进行前进操作时，所述控制装置开始驱动所述施肥装置，当从开始驱动该施肥装置起经过预定的时间后，所述控制装置使所述行走车体开始前进行走，并开始驱动插植装置。"
"11581108","沙地扦插造林打孔装置","CN201210573054.8","本发明公开一种沙地扦插造林打孔装置，包括钻头、排水部件、注水管、水控部件、压控部件和手柄；钻头包括两种类型，其一为末端尖锐的直插式钻头，其二为末端螺旋状旋转式钻头，钻头另一端与排水部件下缘螺纹铰合；排水部件为中空的圆柱体结构，柱体均匀布设排水孔，排水孔径外小内大，且柱体表面标有长度刻度，排水部件上缘设有进水孔，与水控部件、压控部件以注水管柔性连接，并与手柄螺纹铰合；注水管为柔性塑料管；手柄为可拆卸的中空圆柱体结构。该装置不仅结构简单、制作容易、携带方便、价格低廉、操作使用便利，而且具有良好的经济和生态效益，在沙地扦插造林中具有广阔的应用前景。"
"11581883","水稻点播生物降解覆膜制造装置和利用了它的制造方法以及水稻点播生物降解覆膜和利用了它的水稻种植方法","CN201180025963.1","本发明公开水稻点播生物降解覆膜制造装置和利用了它的制造方法以及水稻点播生物降解覆膜和利用了它的水稻种植方法。本发明涉及提高了粘接剂涂敷和穿孔作业的准确性的制造装置和制造方法以及环保性优良且施工性良好的覆膜和利用了它的水稻种植方法。"
"11582283","一种偏置双圆盘夹持气吸式排种器","CN201310172422.2","一种偏置双圆盘夹持气吸式排种器属农业机械技术领域，本发明中种箱与排种器盖固接，通风管分别与壳体和密闭风箱固接，运种圆盘轴下端与排种器盖活动连接；运种圆盘轴上端与运种圆盘中心固接；播种吸盘轴下端与排种器盖活动连接，其上端分别与球状曲面取种机构和播种吸盘中心固接，排种管固接于排种器盖一侧，且位于上方置有橡胶挡风板的吸种孔正下方，橡胶挡风板一侧与密闭风箱侧壁固接；本发明能实现多种形状、大小种子的排取种功能，且能保证播种的单粒率，本发明在播种过程中不断穴、不伤种，可按穴距单粒播种，播种均匀、变异小，适用范围广、可持续稳定地高速运转，大大提高播种时的作业速度，为农业播种机械可持续高速度作业提供了新装备。"
"11582427","异形种子气吹式排种器","CN201310172685.3","本发明公开了一种异形种子气吹式排种器，用于针对不规则种子进行播种，包括种箱、排种筒、空心轴、外护种板和内护种套；可转动的排种筒与固定设置的空心轴同轴密封装配，排种筒在外护种板和内护种套所组成的空间内转动；排种筒圆周外表面上方与种箱底部连通，设置在排种筒上的型孔在囊取种子后，通过外护种板和内护种套组成的通道护种运动到排种筒底部后，空心轴输入的正压气体将型孔内的种子从型孔中排出。本发明可用于水稻等已经发芽的小颗粒异形种子的精量播种技术，其结构较现有排种器更简单，播种效率高，可靠性好，成本低，使用寿命长。"
"11582580","甘蔗种植开沟机","CN201310252174.2","本发明涉及一种甘蔗种植开沟机，包括机架、动力输入轮、变速箱、破碎装置、螺旋开沟器、开行器、传动轴、送泥装置，其特征在于，所述的动力输入轮通过链条连接输入变速箱，所述的输入变速箱通过变速伞轮和传动轴，将动力分别传给开行器和破碎装置工作，另一路动力输入轮通过变速箱伞轮啮合动力伞轮传动螺旋开沟器工作，所述的螺旋开沟器的动力伞轮啮合伞轮传动输出轴，输出轴的动力齿轮组通过传动链条带动送泥装置工作，所述的机架两边活动连接泥土输出罩。本发明的实施方式设计科学合理，节省人力和时间，工作效率高，降低成本，并实现一次性深耕、粉碎、开沟成垄和开行种植甘蔗的目的。"
"11583058","一种郁金香国产种球的处理方法及水培方法","CN201310352961.4","本发明涉及一种郁金香国产种球的栽培技术，具体的说是一种郁金香国产种球的处理方法及水培方法。郁金香植株1/4-2/5的叶片枯黄时，起挖种球；然后，将种球用由多菌灵和三唑锡配制的混合液浸泡20-30分钟；再在16-18℃、60%以上相对湿度的条件下贮藏25-30天，最后在5℃、80%以上相对湿度的条件下贮藏100-120天；即可。目标花期之前30-40天，在10-20℃温度条件下，将种球置于营养液中，每10天添加一次营养液。本发明开创了处理郁金香国产种球的先例，摆脱了郁金香种球只能依靠进口的困境；该处理方法与我国气候和栽培条件相适应、完全在国内进行。本发明所得的郁金香国产种球，能够提前开花。"
"11583562","一种基于高光谱的种子发芽率在线检测装置及方法","CN201310585694.5","本发明公开了一种基于高光谱的种子发芽率在线检测方法，包括以下步骤：S1对种子训练样本进行高光谱图像采集，提取种子训练样本的高光谱图像在特征波段下的特征参数；S2利用传统方法对种子训练样本进行试验，得到种子训练样本的发芽结果；S3以种子训练样本的高光谱图像在特征波段下的特征参数和光谱反射值作为输入，种子发芽结果作为输出，建立基于高光谱的种子发芽率预测模型；S4对待检测的种子进行高光谱图像采集，利用种子发芽率预测模型进行检测，得出待检测的种子的发芽率。本发明还公开了基于高光谱的种子发芽率在线检测装置。本发明实现了简单、快速、无损、实时地检测种子的发芽率。"
"11584579","行走型插秧机","CN201080047635.7","本发明涉及的行走型插秧机，具备：变速操作轴(411)，该变速操作轴通过被沿轴线方向滑动操作来变更传动机构(7)向左车轮(4L)和右车轮(4R)传递的动力的变速比，并且通过被围绕轴线旋转操作来变更传动机构(7)向种植装置(5)传递的动力的变速比；行驶变速杆(437)，该行驶变速杆(437)配置在种植操作中的操作者用手够得到的位置，用于对变速操作轴(411)沿轴线方向滑动操作；株间变速杆(435)，该株间变速杆(435)配置在种植操作中的操作者用手够不到的位置，用于对变速操作轴(411)围绕轴线旋转操作。"
"11584988","一种插秧机的插秧深度调整系统","CN201210250082.6","本发明涉及一种插秧机的插秧深度调整系统，包括插秧机架、中央浮船，插秧机架通过一个升降机构与插秧机车架相连，该升降机构包括一个升降油缸，其特征在于所述的中央浮船与插秧机架转动连接，中央浮船的重心处于其与插秧机架的转接点的前侧，所述的中央浮船的前端与一个拉动机构相连，所述的拉动机构通过一个连杆组与控制升降油缸的油路的控制阀相连，该控制阀通过一个调整拉索与插秧机车的档位拨杆相连。本发明实现了一种能够准确、及时的根据行车状态对插秧机的插秧深度进行调整，从而达到插秧均匀、稳定的效果的插秧机的插秧深度调整系统。"
"11585402","吊桶式农作物半自动移栽机","CN201210384290.5","本发明公开了吊桶式农作物半自动移栽机，行走驱动轮(1)、行走轮(6)通过轴承座(12)连接在机架(8)上，投苗机构(2)、下拉板(4)、调节螺杆(5)、镇实机构(9)固定在机架(8)上，上拉板(3)连接在下拉板(4)上与拖拉机上、下拉杆连接，实现本机械的牵引和提升，栽苗机构(10)与调节螺杆(5)连接并固定在机架(8)上，液压马达(7)固定在栽苗机构(10)上，提供插苗力，减少行走驱动轮(1)的行进阻力，可调株距变速传动机构(11)与行走驱动轮(1)和栽苗机构(10)连接，实现行走驱动轮(1)和栽苗机构(10)间的无级变速，本发明机械可实现株距、行距无级调节的半自动化的农作物苗移栽作业。"
"11585563","一种大型开沟机具","CN201210451384.X","一种大型开沟机具主要由前机架、连接销、上连接杆、下连接杆、升降油缸、后机架、行走轮、主拉梁、开沟犁组成。是一种由大马力拖拉机牵引对农田、地上及道路边上及香蕉、果树种植进行宽度达到1200mm、深度达到800mm的开沟作业，结构简单、紧凑，作业质量好、效率高、成本低的大型开沟机具。"
"11586503","一种促进月季种子快速萌发的方法","CN201310092012.7","本发明提供一种促进月季种子快速萌发的方法，将月季果实于23～25℃温度下，贮存30～35天，完成后熟后取出种子，置于水中浸泡直至种胚吸水充分至饱满；筛选出饱满种子并与基质分别进行消毒处理后，混合，装入其上部开孔的塑料袋中，将混合物于2～4℃温度下，春化处理10～14周，期间按常规控制基质水分含量，直至种子萌发，即完成月季种子的快速萌发。本发明具有种子萌发效率高、处理种子量大、可直观的察看到种子萌发进展情况、冷贮过程占用空间小等优点。本发明从根本上改善了月季杂交种子萌发困难的情况，找到了解除种子休眠的方法，具有重要的理论和现实意义。"
"11586652","根茎类作物全自动覆膜种植机","CN201310126876.6","本发明公开了一种根茎类作物全自动覆膜种植机，其包括前端设有与动力机相连的牵引架的机架，机架上装有储种箱，机架上转动连接有支承轴和安装在支承轴两端的自行走轮，机架上还装有下种开沟装置和与支承轴动力连接且与下种开沟装置对应的下种装置，机架上装有前端设有万向节的动力输入轴以及与动力输入轴动力连接的第一变速箱，机架的下部转动连接有对称设置且位于下种装置后方的覆土轮，覆土轮与第一变速箱动力连接，机架上还装有位于覆土轮后方的自动覆膜装置，机架的后部装有对称设置且与第一变速箱动力连接的两覆膜压土装置。本发明实现了全自动种植和覆膜，大大降低了操作者的劳动强度，并且具有种植效率高和种植规整的优点。"
"11586824","水稻地膜上精准附种免播机","CN201310190715.3","一种水稻地膜上精准附种免播机，包括PLC、人机交互单元、机架、喷胶单元、切口单元、附种单元、余种回收箱、凸轮托辊、张紧/换向托辊单元、地膜托辊、动力夹膜单元、两个张紧托辊、卷膜托辊、位移传感器和三个变频电动机，张紧/换向托辊单元、地膜托辊、动力夹膜单元、两个张紧托辊和卷膜托辊分别通过轴承安装在机架的两侧上，动力夹膜单元、凸轮托辊和卷膜托辊分别由三个变频电机提供动力，地膜托辊上卷有地膜，地膜依次绕过第一张紧托辊、凸轮托辊、张紧/换向托辊单元、动力夹膜单元和第二托辊，最后由卷膜托辊收卷。该机械在地膜上定位精准、播种精量，适合水稻直播生产的大面积机械化作业。"
"11586891","一种保水保肥的人工土壤喷播绿化方法","CN201310158098.9","本发明公开了一种保水保肥的人工土壤喷播绿化方法，所述人工土壤由粘质土、砂(1mm≤d≤5mm)、植物纤维、稳定剂、团粒剂、有机质、肥料、珍珠岩、添加剂、种子组成；喷播厚度为3-12cm，根据不同自然区域的环境条件选择不同配比组合而成。其在边坡上施工方法包括坡面清理、敷设金属网、喷播、养护。本发明的人工土壤具有保水、保肥、透水、透气，提供氮、磷、钾等营养元素的性能；其制备方法新颖快捷、低耗可操；具有极强的耐侵蚀性，能抵抗暴风雨的侵蚀、防止土壤水土流失。其喷播绿化施工方法，使各个喷播层的组分都能充分发挥作用，提高了材料利用率，避免了成本的浪费。"
"11586955","利用茶籽稳定可控工厂化生产优质茶叶的工艺","CN201310189251.4","本发明涉及一种利用茶籽稳定可控工厂化生产优质茶叶的工艺。以茶树种子为材料，在植株培养车间和品质促成车间内，通过对光照、温度和湿度等环境因子的调控，对茶树种苗的生长及茶氨酸、茶多酚、咖啡碱等化学组分进行调控，然后在采摘加工车间内采摘后迅速加工，实现优质茶制品的工厂化生产。本发明建立了一种以茶树种子作为起始材料直接生产茶制品的生产工艺，缩短了优质茶制品生产时间，实现了茶籽在茶制品生产中的应用，实现了工厂化生产方式对依赖自然环境的传统生产方式的替代，摆脱了茶叶生产的时间和地域限制，实现了对茶制品品质的定向调控，解决了手工采摘人力制约的难题，实现了优质茶制品的工厂化连续生产和稳定供应。"
"11587068","一种两系杂交水稻盐两优888种子纯度检测方法","CN201310261689.9","本发明公开了一种两系杂交水稻盐两优888种子纯度检测方法。该方法是根据经多年研究发现两系杂交水稻盐两优888种子和其母本盐582S种子耐盐性明显不同的原理，在一定盐(Nacl)浓度胁迫条件下，将盐两优888种子和盐582S种子(对照)在实验室培育幼苗，出苗后至3-4叶期，连续出现叶尖发生卷曲、叶片出现萎蔫、生长减缓症状的、说明不耐盐即为盐两优888种子；而在盐(Nacl)胁迫条件下生长正常的、说明耐盐即为上季盐两优888制种田间其母本盐582S自交结实种子，从而可以计算出盐两优888种子的纯度。可以较快速地检测两系杂交水稻盐两优888种子的纯度，节省了杂交稻种子送海南进行田间种植的费用和时间。"
"11587310","一种提高草莓种籽发芽率的处理方法","CN201210179144.9","本发明公开一种提高草莓种籽发芽率的处理方法，涉及一种种籽处理方法，属于农业技术领域。其特征在于：所述种子处理剂的组成成分及其重量百分比可以为：玉米素0.0001％～0.1％、氟草酮0.0001％～0.1％、钼酸铵0.0001％～0.1％、硝酸钾0.0001％～0.1％、硼酸0.0001％～0.1％、多菌灵0.1％～2％、柽柳根水提取物0.001％～2％、其余为水。其有益效果在于：本发明实施后的种子发芽率稳定地超过85％；种子的出苗整齐能达到85％以上的出苗整齐度；增加了新品种的选育成功率。"
"11590125","一种双控差动行星系分插机构","CN201210203762.2","本发明涉及一种双控差动行星系分插机构，属于农业机械技术领域。该机构包括具有动力输入轴、过渡轴和输出中心轴的固定箱体以及位于固定箱体两侧的回转箱体，回转箱体的悬臂轴与栽植臂传动连接，固定箱体的动力输入轴通过固连于过渡轴上的非圆主动齿轮与固连于输出中心轴上的非圆从动齿轮传动连接，过渡轴还通过两端的主动圆齿轮分别与活套在输出中心轴外的回转箱体驱动齿轮传动连接，输出中心轴的两端分别装有位于回转箱体内的中心圆齿轮，中心圆齿轮通过过渡齿轮组与悬臂轴圆齿轮传动连接。采用本发明后，大大降低了生产制造成本和难度，且非圆齿轮的减少还显著降低了传动过程中产生的振动。"
"11590422","一种用于杂交稻制种母本移栽的插秧机分插机构","CN201210264536.5","本发明公开了一种用于杂交稻制种母本移栽的插秧机分插机构，包括有支撑臂、链轮轴、栽植臂、曲柄、摇杆、秧爪、凸轮、拨叉、推秧器，支撑臂前端设有链轮轴，链轮轴的两端分别固定安装有曲柄，曲柄的端部固定安装有栽植臂，栽植臂后端连接有摇杆，摇杆转动安装在支撑臂前端面上的支架上，栽植臂前端安装有秧爪和推秧器，推秧器位于秧爪的中部，且由凸轮和拨叉驱动，凸轮和拨叉相互配合的安装于栽植臂内，拨叉上方的栽植臂内设有导向孔，所述导向孔中设有弹簧，弹簧下端顶在拨叉上。本发明设计其支撑臂两侧的栽植臂行距，能够满足这些地区对母本移栽的行距要求，该机构的整机是独轮乘坐式，因此能够大大降低劳动强度，提高插秧效率，节省农时，降低生产成本。"
"11590423","一种水稻高速插秧机可调行距的秧箱结构","CN201210264848.6","本发明公开了一种水稻高速插秧机可调行距的秧箱结构，包括有三个箱体单元、纵向送秧带、护秧栏、取秧口导轨以及秧箱底架组成，三个箱体单元分别为秧箱左单元、秧箱右单元和秧箱中间单元，秧箱左单元、秧箱右单元分别为可移动式结构，可移动安装在秧箱中间单元两侧的秧箱底架上，秧箱左单元、秧箱右单元和秧箱中间单元中分别设有两隔板组成的间隔可调腔，秧箱前端部的导轨上设有分别与秧箱左单元、秧箱右单元和秧箱中间单元配合的取秧口组取秧口组包括有与秧箱配合的取秧口。本发明实现了载秧部分的三个单元的横向调节，同时一系列的取秧口可以根据行距的需要进行选择，保证了分插机构的行距可调和秧箱的纵向送秧相互匹配，满足不同行距的插秧要求。"
"11590808","精量穴播器相位调整器","CN201210309727.9","本发明公开了一种精量穴播器相位调整器包括精量穴播器调整板和精量穴播器定位销，所述精量穴播器调整板固定在精量穴播器铝定盘上，所述精量穴播器定位销与精量穴播器牵引杆固定连接，与所述精量穴播器调整板配合。本发明避免了在播种过程中因地形等因素造成播种的角度发生变化而引起的下种量随机波动大的问题。"
"11590941","油菜移栽法及专用移栽机","CN201210419104.7","本发明涉及一种油菜移栽法，属于农业技术领域。该方法步骤为：在与移栽机相配的规格化育秧盘底部铺垫无纺布后铺土洒水，播撒预定量的油菜种子，用土壤盖种，并浇水施肥，待秧苗4-5叶期，育成根系与无纺布相互交织的规格化毯状苗；育苗土经过网眼边长4mm的孔筛筛过；耕作深度大于15cm,根据移栽机作业行数的整数倍宽度开沟做畦，通过畦沟灌水润田；将规格化毯状苗取放到移栽机的秧箱中，将移栽机开进本田进行移栽作业。本发明能够实现自动供秧、高速分插，辅助人工少、移栽效率高，同等条件下，作业效率是现有链夹式油菜移栽机5-8倍，因此作业成本大幅度降低。"
"11591077","共轭凸轮与行星轮系组合式水稻钵苗移栽机构","CN201210421617.1","共轭凸轮与行星轮系组合式水稻钵苗移栽机构属于农业机械；该机构由匀速或非匀速传动行星轮系机构、共轭凸轮摆动机构和移栽臂装配构成，动力通过中心轴带动匀速或非匀速传动行星轮系机构转动，匀速或非匀速传动行星轮系机构在牵引移栽臂运动的同时给共轭凸轮摆动机构提供动力，共轭凸轮摆动机构使得移栽臂壳体相对行星齿轮转动，使移栽臂的运动成为匀速或非匀速传动行星轮系机构的牵引运动和相对转动的合成，从而使移栽臂上的夹秧片尖点形成“啄木鸟”形运动轨迹，完成水稻钵苗的移栽；本机构具有作业质量好、适用能力强、结构简单、成本低廉、工作可靠、振动小、效率高的特点。"
"11592926","一种湿生扁蕾种子处理方法","CN201310171945.5","本发明公开了一种湿生扁蕾种子处理方法，特别是萌发前处理的方法，该方法包括以下步骤：称取1000克湿生扁蕾种子；用50～500ppm生长素水溶液按湿生扁蕾种子量的20％，拌入湿生扁蕾种子，拌匀，于5～25℃，处理90天；按湿生扁蕾种子量的25％，拌入50～250ppm赤霉素，拌匀，数取1000粒种子进行萌发，处理2周，统计发芽率。本技术分别采用生长素和赤霉素两种植物生长激素处理后，可显著改善湿生扁蕾种子萌发率，使其达到90％以上。为实现湿生扁蕾人工规范化种植解决了关键的技术问题。"
"11593121","利用沼液浸泡香菇菌棒的方法","CN201310204190.4","本发明涉及沼液在香菇菌棒上的应用，确定了用沼液喷洒、浸泡菌棒的浓度及最佳使用期，还包括喷洒、浸泡的操作方法。与常规使用清水相比，其优点在于：一是前期采用喷洒法，水中带肥，能促进香菇菌丝复壮，每菌棒产量增加257.8g；二是后期采用浸泡法补水、补肥，菌棒就会提前5d出菇，且出菇整齐，质量好，每菌棒增加产量733.9g；三是沼液中的NH<sup>+</sup>、赤霉素、吲哚乙酸、维生素B等对香菇的健身栽培十分有利，从这个角度说，沼液不仅给香菇生长提供营养物质，还能在一定程度上抑制杂菌的生长。"
"11593490","一种大蒜不同生长时期的肥料施用配方","CN201310302244.0","本发明公开了一种大蒜不同生长时期肥料的施用配方，按照大蒜生长过程中不同时期的作物对肥料的需求特点，分别提出了种植期、幼苗期、花芽与鳞牙分化期、花茎伸长期、鳞茎膨大期和休眠期六个时期不同肥料的施用配方，控制每个时期氮磷钾肥的施用比例，一方面促进了每个时期大蒜的生长，不会因为某种肥料的过少施用而限制了作物的生长，不会因为某种肥料的过多施用导致肥料浪费而增加成本，另一方面缩短了大蒜成熟的周期，提前进入市场，具有更强的价格竞争性优势；不同时期合理的肥料施用分配增加了大蒜的产量和质量，缩短了成熟周期，降低了大蒜种植的过程中的肥料成本，增加了售卖价格，具有很强的实用意义。"
"11594222","一种植物正常性种子保存方法","CN201310573409.8","本发明公开了一种植物正常性种子保存方法，属于生物技术领域。所述方法包括：洗出种子，除杂并漂洗干净后，置于阴凉通风处自然干燥；将所述种子在冷冻真空条件下进行干燥；将所述干燥后的种子装入安瓶管，并塞紧棉塞；将所述安瓶管抽为真空并熔封。本发明通过安瓶保存种子，有效延长种子寿命，提高种子保存期，并且该方法成本低，费用少，占用空间小，贮藏时间长，易于管理和运输。"
"11594504","一种喜树种子发芽方法","CN201410112433.6","本发明涉及一种喜树种子发芽方法，其操作步骤是：(1)制备南方红豆杉枝叶的甲醇提取液，提取液浓缩至干得到固形物；(2)将固形物制备成水悬液；(3)用水悬液浸泡喜树种子；(4)喜树种子置于培养箱中进行发芽，在发芽的一定天数，终止发芽。本发明提供的方法获得的发芽喜树种子用于喜树苗木的培育，可提高种子的利用率，同时有利于培育壮苗。"
"11594544","提高喜树种子中10-甲氧基喜树碱含量的方法","CN201410122210.8","本发明涉及一种提高喜树种子中10-甲氧基喜树碱含量的方法，其操作步骤是：在喜树种子发芽的第5～7天，将南方红豆杉枝叶水提取液添加到喜树种子发芽床中，在添加后的第6～8小时，喜树种子终止发芽。此时发芽的喜树种子可用于10-甲氧基喜树碱的提取。与未处理的喜树种子相比，本发明提供的方法获得的喜树种子中10-甲氧基喜树碱的含量可提高25倍以上。"
"11594550","一种具有仿生结构的水肥一体化沃土装置","CN201410218957.3","本发明涉及一种将可溶性固体肥料或液体肥料与水配兑而成的肥液输送到作物根部土壤的沃土装置，特别涉及一种学习蚯蚓体表特征结构的仿生水肥一体化沃土装置。主要由钻土部件(1)、注液连接部件(2)、水肥喷施部件(3)、弹簧软管(4)、法兰盖(5)、弹簧立柱组件(6)和方钢机架(7)组成，所述钻土部件(1)位于装置前段，注液连接部件(2)上端与水肥箱液体输出总管连接，两侧端分别连接钻土部件(1)和水肥喷施部件(3)，所述水肥喷施部件(3)至少2个，之间采用弹簧软管4串联，法兰盖(5)和弹簧立柱组件(6)安装在最后一节水肥喷施部件(3)的尾端，弹簧立柱组件(6)与方钢机架(7)通过U型卡子(8)连接。"
"11595303","一种烟叶生长素的使用方法","CN201010556073.0","本发明公开了一种烟叶生长素使用方法，属烟叶种植领域，使用生长素：由混合核苷酸盐、葡萄糖组成，其重量百分比为：核苷酸盐10％或15%，葡萄糖90％或85%，混合核苷酸盐是指：核糖核酸碱水解后得到的：5′-腺苷酸二钠或钾，5′-鸟腺苷酸二钠或钾，5′-胞苷酸二钠或钾，5′-尿苷酸二钠或钾，四种-混合核苷酸的钠盐或钾盐；喷施浓度为150或250ppm；喷施时机：在烟叶生长的苗、初花、盛花期各喷施一次；增产10.2％，对上等烟提高3.15％，中等烟提高8.88％，下等烟则下降40.5％。"
"11597066","一种基于气流悬浮供种的滚筒式穴盘育苗播种机","CN201210183388.4","本发明涉及一种基于气流悬浮供种的滚筒式穴盘育苗播种机。包括机架，输送装置，播种装置，气吹式多层种子箱，滚筒刷，接种装置；播种装置安装在机架上，并且其下方为穴盘输送装置，播种装置包括播种滚筒，气吹式投种装置，负压轴，负压轴座，滚筒壁上钻有内喇叭吸孔，播种滚筒绕负压轴逆时针方向旋转；接种装置安装在播种滚筒气吹式投种装置的正下方包括接种连杆，在接种连杆上依次安装接种盒和圆杆式接种开关，其中接种连杆上端通过销安装在机架上，可绕机架旋转；气吹式多层种子箱安装在播种滚筒的侧上方。本发明实现连续取种，多次清种补种，极大的提高了单粒率，降低了空穴率和多粒率，通过更换滚筒等部件改变气动参数可适用于多种作物。"
"11600099","人参育苗和平地人参种植方法","CN201210008972.6","本发明涉及人参种植，具体地说是人参育苗和平地人参种植方法，包括(1)土地选择，(2)土地改良，(3)坐床搭遮阳棚，(4)人参种子选择和发芽处理，(5)育苗，(6)挑选种苗，(7)种苗移栽；(8)人参田间管理；本发明平地人参种植成功率高，而且产品品质和经济效果非常好。"
"11601175","麦玉两熟均衡高产的氮肥周年施用方法","CN201310357929.5","本发明公开了一种麦玉两熟均衡高产的氮肥周年施用方法。以纯氮量计，小麦、玉米两季全年氮肥总用量为450～540kg/hm<sup>2</sup>，其中壤土条件下，小麦季氮肥施肥量为180～225kg/hm<sup>2</sup>，玉米季氮肥施肥量为270～315kg/hm<sup>2</sup>；粘土条件下，小麦季氮肥施肥量为290～330kg/hm<sup>2</sup>，玉米季氮肥施肥量为160～210kg/hm<sup>2</sup>。通过本发明可以对小麦、玉米进行合理的氮肥施肥，不仅能使氮肥得到有效合理的利用、使其氮肥得到最大程度的利用、减少氮肥的浪费，同时大大减少了由于氮肥浪费造成的环境污染，并且能够明显提高小麦和玉米的产量。因此，本发明具有显著的经济效益和社会效益。"
"11602568","插秧机船板总成","CN201110247380.5","插秧机船板总成，包括船板本体和位于所述船板本体底部的起垄器本体，其特征在于：所述船板本体与所述起垄器本体内部均为空腔，且空腔内设有轻质阻水材料填充物。本发明能够有效防止船板总成行进和拐弯时产生淤泥，防止淤泥将船板两侧已经插好的秧苗掩埋，提高了秧苗的成活率，也提高了插秧质量；与水田摩擦面积小，工作时阻力小，行进速度提高，插秧效率提高；整体耐磨、耐腐蚀、强度高，即使船板本体和起垄器本体被磨穿，大大延长了使用寿命；减少了后期装配时间和劳动力，具有十分显著的进步。"
"11604030","自动取苗投苗装置","CN201210277569.3","本发明涉及一种自动取苗投苗装置，其特点在于：包括机架，所述机架上设有输送投苗装置、顶苗装置，所述的顶苗装置设在输送投苗装置后部；所述的输送投苗装置由机架上的输送带支架、输送带支架调节杆、输送带和投苗板构成；所述的输送带设在输送带支架上，投苗板设在输送投苗装置前下部，所述的顶苗装置由秧苗顶杆、顶杆复位弹簧、顶杆连接梁，顶杆电机和顶杆连接梁导轨构成；顶杆连接梁与所述的顶杆连接梁导轨连接，顶杆连接梁导轨设在机架上，顶杆电机设在顶杆连接梁后部；本发明解决了秧苗栽植机取苗、投苗准确，并且具有不伤苗，栽植秧苗成活率高的特点，是目前秧苗栽植机械上的一种理想自动取苗投苗装置。"
"11604590","小麦宽苗垄带状播种机","CN201210380352.5","本发明提供一种小麦宽苗垄带状播种机，其包括种子箱、多个镇压轮、多个排种管和多个开沟器，其中，还包括用于使种子形成宽苗垄带状分布的开沟器模块，每一所述开沟器模块包括至少两个用于在宽苗垄内均匀播种的开沟器，所述镇压轮分别位于每一所述开沟器模块后方，所述镇压轮的宽度大于等于所述开沟器模块的宽度，所述开沟器模块的宽度等于宽苗垄的宽度，相邻所述开沟器模块之间的宽度等于相邻宽苗垄之间的行距；在同一所述开沟器模块中，在宽度方向，相邻所述开沟器间隔一定距离，在前后方向，相邻所述开沟器也间隔一定距离。利用本发明种植的作物可以改善群体冠层内的通风透光条件，有利于小麦生长发育增加产量。"
"11605084","一种滑动永磁组合磁系结构精密排种单元","CN201210510118.X","本发明公开一种滑动永磁组合磁系结构精密排种单元，上滑块有凸台可在下滑块的凹槽内移动；上滑块侧边有一排以穴盘孔孔距为间距的孔b，内有磁轭；上滑块的中间有一排以穴盘孔的孔距为间距的通孔a，内有极性交错的永磁体Ⅰ4,上端与磁轭接触，下端与上滑块的凸台上端面平齐；下滑块1中间有与通孔a相对齐的通孔c，内有磁吸头；下滑块1侧边有一排孔d，内有一端与磁吸头相接触另一端与下滑块1侧边平齐的N、S极性交错安装的永磁体Ⅱ6，初始吸种位置永磁体Ⅰ4和Ⅱ6在靠近磁吸头端的极性相同；磁轭一端与磁体Ⅰ4接触，另一端与永磁体Ⅱ6下边持平；上滑块2较下滑块1至少多出一个穴孔的距离。该单元吸种容易，清种彻底，可用于精密排种。"
"11606152","多功能种肥双播机","CN201310059692.2","一种多功能种肥双播机，包括机架、种肥箱、梭刀形出料装置和行走轮、开闭操纵装置，其特征在于：所述种肥箱底部设置的下料口处分别安装精调机构；机架后部安装有升降架。本发明在原有设计基础上加装了精调机构，实现了不同径粒农作物种子的播种和不同径粒肥料的施肥；加装的升降架可以根据不同的土质对双播机高度进行调节，从而提高了双播机使用效率和适用范围；另外当地幅和驱动机构功率都比较大时，可以将本发明并联成一体使用，大大提高效率。"
"11606988","配方施肥机","CN201310157067.1","本发明公开了一种配方施肥机，包括：被动式注肥系统，其进水端设置于水肥灌溉系统主泵站之后，出肥端设置于灌溉系统主管道水流方向下游；注肥系统包括文丘里注肥器和配方肥料选择器。本发明配方肥料选择器利用常闭三通液压阀原理，将常闭三通液压阀与肥料罐连接，组成施肥器，常闭三通液压阀同时可作为控制开关，控制肥料组分的种类和量的选择，用来进行准确的配方施肥，实现多种肥料组合方式；配方肥料选择器与文丘里注肥器相结合，实现无需额外的系统外部外加动力将肥液注入主管道内，利用主管道中上游水压大、下游水压小的特点，实现肥液与灌溉水混合后自动流向下游，降低了使用及维护成本，同时节约能耗，为更好的推广精准施肥技术提供帮助。"
