"patent_id","名称","申请号","摘要"
"11500514","果树根蘖精准对靶施药装置和方法","CN201210350648.2","本发明涉及一种农业施药作业装置，尤其涉及一种果树根蘖精准对靶施药装置，包括系统搭载平台、定位识别子系统、对靶施药子系统和分布地图生成子系统。根据果树根蘖的生长特点，采用龙门架式移动平台，将扫描式激光测距仪、机器视觉和GPS相结合，实现对果树根蘖的快速、有效定位和识别，从而控制多喷头施药系统完成对靶施药作业，同时生成果树、根蘖及其施药量分布地图，实现针对果树根蘖的精准对靶施药，能有效降低农药使用量，提高药液利用率，降低环境污染，还为未来果园数字化管理提供了科学手段。"
"11500830","一种鞘翅目害虫成虫田间诱捕方法","CN201210556721.1","本发明公开一种鞘翅目害虫成虫田间诱捕方法，包括：1）提供诱捕器；和2）使用诱捕器诱捕，诱捕器包括：诱捕桶，包括：底板；底板上的锥形桶体，桶体上端设置支撑台；桶体内部的补水盘管，补水盘管最低处设置补水口，补水口上安装补水阀衬，它们配合形成补水开关；桶体上的接水孔，接水孔上设置接水板，接水孔与补水盘管最高处相通；桶体上的溢流口；溢流口上的遮板；盖体；盖体内部顶端的诱饵环，诱饵环上通过诱饵绳挂有诱饵；盖体下缘的支撑檐，支撑檐下端固定支撑架，支撑架穿过支撑台使盖体固定于诱捕桶上；支座卡套，其固定于底板之下，与支腿配合连接。本方法不需专人看管，容量大，减少化学农药使用，减少环境污染，防治效果好。"
"11501305","一种输电线路杆塔爆轰式驱鸟器","CN201310160503.0","本发明公开了一种输电线路杆塔爆轰式驱鸟器，该装置包括爆轰装置（1）、电源（2）、开关装置（3）和开关控制装置（4）；其中，所述的爆轰装置（1）、电源（2）和开关装置（3）依次串联形成回路；所述的开关装置（3）的控制端与开关控制装置（4）相连接。所述的爆轰装置（1）内置爆轰气丸（5），在开关装置（3）闭合时，连接电源（2）的爆轰气丸（5）爆炸产生巨大响声，之后开关装置（3）断开，完成一次驱鸟动作。该装置结构简单、行之有效、持效性长、不受地域限制、适用范围广、容易推广使用。"
"11503374","一种白蚁自动监测引诱装置","CN201110419072.6","本发明提出一种白蚁自动监测引诱装置，包括外层和可由外层内抽出的内层，外层和内层的表壁均设有供白蚁进入的孔隙，外层设有可开启的外盖，内层设有内盖，通孔穿过外盖和内盖直通内层，轴心条一端靠近或进入通孔，另一端与引诱条一端直接或间接保持固定，处于形变状态的弹簧一端固定内盖，另一端直接或间接固定轴心条，当引诱条断裂时，受弹簧弹力，轴心条将由通孔穿出。本发明提供一种白蚁自动监测引诱装置，使得判断区域内是否存在白蚁更加方便，同时，将引诱条替换为药条更加方便。"
"11506899","用于防治设施作物蚜虫的电热灭蚜方法及其所用灭蚜液","CN201310304622.9","本发明涉及用于防治设施作物蚜虫的电热灭蚜方法及其所用灭蚜液。该方法包括：制备电热灭蚜液；布置电热灭蚜液；电热灭蚜；判断是否终止灭蚜。该灭蚜液组分重量比为：甲基毒死蜱1-2%，四氟甲醚菊酯1-30%，稳定剂1-5%，增效剂1-5%，挥发调整剂1-5%，溶剂53-95%。本发明方法简便、安全、易操作、防治效果好，灭蚜液有效成分扩散快、渗透力强、分布均匀，可产生很好的防治效果。"
"11508460","利用蚊子习性和重力的蚊子诱捕装置","CN201110062439.3","本发明的装置通过燃烧煤油所产生的二氧化碳长距离引诱蚊子，并通过由燃烧的排气加热的着落壁的温度短距离引诱蚊子，本发明的装置不仅利用吸入气流和蚊子的叮咬习性而且还利用重力，从而有效且经济地诱捕落在蚊子着落壁上的蚊子。"
"11509286","感应充电的静电吸附喷雾方法","CN201210147915.6","本发明涉及一种感应充电的静电吸附喷雾方法，包括以下过程：将药液倒入药箱中，药液经搅拌后从药液箱输出，进入输液胶管；药液经输液胶管进入过滤器，再由过滤器进入隔膜泵；药液再由隔膜泵进入与隔膜泵连接的金属管接头；在上述的金属管接头上设有感应线圈，并由高频直流高压发生器产生高频高压直流电，对金属管接头处所设的感应线圈进行通电；然后由喷雾机的喷头雾化喷出，使雾化药液喷洒吸附在带正电荷的植物株上；本发明由于静电吸附喷雾机由于雾滴是在电力线作用下沉降，因此靶向性较强，由于雾滴带有相同的电荷，在静电回绕现象下，雾滴经过叶片的时候能够在叶片上自由的上下跳动，从而吸附在具有相反极性的叶片面上。"
"11509580","一种昆虫诱捕器","CN201210167804.1","本发明公开了一种昆虫诱捕器，包括底板、进虫通道、取虫孔盖板，侧围面、固定面和顶盖，所述底板为带有缺刻的圆形，其上有进虫孔和取虫孔；所述进虫通道为上口窄下口宽的四棱体，安装在底板的缺刻处；所述取虫孔盖板安装在底板取虫孔上；所述侧围面是由扇形围成的非闭合斜锥体，开口处两侧各有一对长方形插口；所述固定面为长方形，两长边与侧围面开口两侧相闭合，两长边中间部分向内弯曲，两长边各有两个长方形的固定把手，每个固定把手上有一圆形孔；所述顶盖为带有缺刻的圆形，中心有铁丝挂钩。"
"11510353","葡萄专用喷雾机","CN201210331849.8","本发明公开了一种葡萄专用喷雾机<b>，</b>包括机架（2）、药箱（4）、药泵（3）、药液输送管（13）、传动机构（1）和喷杆架（9），在喷杆架（9）上设有垂直喷杆（8）、水平喷杆（6）和喷头（10），所述的垂直喷杆（8）和水平喷杆（6）通过可调节的连接装置（5）与喷杆架（9）相连接，药液输送管（13）之后设有压力均衡分配器（12），至少所述的垂直喷杆（8）和水平喷杆（6）之一通过喷管（7）与压力均衡分配器（12）相连接，喷管（7）上设有阀门（11）。与现有技术相比，本发明作业效率高，喷雾质量好，并可根据具体环境进行调节喷杆喷头的喷洒角度的范围，特别适用于以篱架方式种植的作物，如葡萄、啤酒花等的喷洒作业。"
"11511566","新型防鸟害占位器","CN201310089261.0","本发明涉及一种新型防鸟害占位器，属于防鸟害占位器结构技术领域。其特殊之处在于包括占位器本体，占位器本体的一端设有半圆开口，另一端设有侧面板，占位器本体的外侧设有支撑杆插座，支撑杆插座上设有一固定安装孔，固定安装孔形状与绝缘棒的顶部形状相配合，占位器本体内侧设有固定支撑面，固定支撑面下方设有弹簧挂钩穿孔。本发明结构设计科学合理，制作成本低、绝缘性好，可以在线路不停电的情况下进行安装，且安装稳定，不易损坏，可以有效阻拦喜鹊等鸟类在电杆上搭窝，从而降低由于鸟类筑巢引起配电设备跳闸故障的发生，大大提高配电线路供电可靠性，保证配电线路的安全稳定运行。"
"11514247","用于有害动物电死装置的低成本一次性容器","CN201080012800.5","用于电死并丢弃有害动物的方法及设备包括可重复使用的电源(30)和低成本一次性容器(10)。可重复使用的电源(30)包括电池和电路，以通过外部引线(34)向一次性容器(10)提供高压低电流信号，从在不对人或宠物产生风险的情况下电死小的有害动物。一次性容器(10)由例如硬纸板的低成材料构成，并且可以为了出售而被包装为扁平折叠的状态，并容易被配置为容器(10)，该容器(10)具有包括连接至外部引线(34)的导电表面(14a、14b和14c)的底板(10e)。在一个实施例中，导电表面(14a、14b和14c)由形成在或粘合在一次性容器(10)的底板(10e)的导电材料构成，并且该导电材料进一步形成到达阳连接器(24)表面的内部引线(25a、25b和25c)，阳连接器(24)表面被配置为与外部引线(34)的阴连接器(36)相配合。"
"11517289","一种土栖白蚁诱集箱及用其防治土栖白蚁的方法","CN201210302976.5","本发明涉及白蚁防治技术领域，特别涉及一种白蚁诱集箱，还涉及用其防治土栖白蚁的方法。一种土栖白蚁诱集箱，箱体内装有白蚁饵料，所述白蚁饵料为枯柳树板材或枯柳树枝。进一步的，所述诱集箱的箱体材料为枯柳树板材。本发明经过反复试验、比对，发现用枯柳树板材或枯柳树枝浸泡并沥干后并逐层配放糖类作为诱集材料，诱集效果特别理想。在诱集箱的投放方面，本发明根据不同环境和条件，用不同的方法，放置约10至15天，保证诱集箱能诱集到足以感染整巢白蚁的蚁量。"
"11519902","一种用于田间的昆虫捕捉器","CN201310071283.4","本发明公开了一种用于田间的昆虫捕捉器，包括捕捉器主体、遮护部件、透光部件、若干诱饵盒部件、多色灯光装置和传感器部件；其中，捕捉器主体的中间位置设置若干诱饵盒部件，捕捉器主体顶部连接透光部件，透光部件上部通过螺柱连接遮护部件，捕捉器主体内底部中间设有多色灯光装置，捕捉器主体底部周边设有传感器部件，多色灯光装置与传感器部件连接。本发明有效解决了现有技术中通过荧光灯、单种诱饵昆虫捕捉器中安装拆卸困难、不易捕捉多种、特定、不同生长周期昆虫等问题，具有结构简单、操作简便、作业灵活、适用性强、制作成本低、减少劳动强度、便于安装和拆卸、可根据研究要求捕捉昆虫而且有效保护昆虫标本等特点。"
"11521289","数控盘香机","CN201310421983.1","数控盘香机，本发明是制香机械行业里的盘香机械的一个技术领域。为解决现有技术下的盘香生产过程中的卷丝工序，容易出现拉断香丝的技术问题。本发明采取用了数控技术，令吐丝、卷丝同步进行一次成形；本发明的具体结构是：料斗3通过气管1连接气泵同时通过料斗支架2固定安装在机架5上，料斗3的下端装有电磁阀4和吐丝咀10；本发明的好处是：使用料斗吐丝、用恒线速托盘卷丝、用电磁阀断丝、盘香的吐丝、卷丝、断丝的全过程一气呵成。由于在卷丝的过程中，托盘是恒线速转动并通过摆动进给。使香丝在托盘卷丝的过程中，无须承受任可拉力，完全消除了现有技术下，人工半机械卷丝过程中，容易把香丝拉断的现象。"
"11526221","一种杀虫灯控制系统及方法","CN201310048655.1","本发明涉及一种杀虫灯控制系统及方法，其中一种杀虫灯控制系统，包括采集模块、控制器和清网装置；所述采集模块用于采集杀虫灯中高压包的状态信息，将所述状态信息转换为控制器能识别的状态数据，并将状态数据发送至控制器；所述控制器接收状态数据，将所述状态数据与预先保存在控制器内的预设状态数据值进行对比，发送控制信号控制清网装置和高压包开始或停止工作；所述清网装置按照所述控制信号开始或停止工作。本发明所述的杀虫灯控制系统根据高压包的状态控制清网装置是否工作，不需要人工清网；有效保护高压包，进而减少高压包故障率，有效降低杀虫灯故障率；由控制器同时控制清网装置和高压包的工作，避免了清网时带电操作带来的危险。"
"11526743","一种金龟甲类害虫食诱剂的使用方法","CN201310229727.2","本发明公开了一种金龟甲类害虫食诱剂的制备和使用方法，该食诱剂制备方法是：一、采集新鲜榆树叶，粉碎机中粉碎，浸提试剂浸提，所加浸提试剂与粉碎后原料的（v/w）比为3:1，室温下浸提，而后过滤；二、将步骤一制得浸提液，用旋转蒸发仪浓缩；三、将步骤二所得浸提浓缩液4ml加到直径2cm的脱脂棉球上制得诱芯；使用方法是：一、将诱芯悬挂在金龟甲诱捕器下方收集袋内；二、以每晚19:30至次日凌晨置于田间；三、悬挂时，金龟甲诱捕器下方收集袋距离地面高度为2m～4m；四、使用时间以金龟越冬成虫羽化活动时即可开始。本发明主要成分来源于植物，使用时不接触作物，无毒、无污染、对主要金龟甲类害虫均有效。"
"11530653","一种车载式混药装置","CN201210585002.2","本发明涉及一种车载式混药器，特别涉及一种大喷雾量的大中型喷雾机在线混药装置，该装置能实现自动抽吸药液并在线药液和水混合均匀。本发明由射流嘴1和混药器壳体3组成，其中混药器壳体包括吸入室、喉管、扩散管、吸药口；本发明能实现不同浓度的喷雾需要，结构简单，喷嘴和壳体便于更换。本发明实现大中型喷雾机农药与水分开存储并在线混合喷雾做业，自动化高环保高效。"
"11530794","一种土壤深松灭菌杀虫机","CN201210588853.2","本发明公开了一种土壤深松灭菌杀虫机，包括前端动力行走装置、中间升降装置、动力传动装置、后端深松灭菌杀虫烘箱装置，后端深松灭菌杀虫烘箱装置包括与前端动力行走装置通过升降装置和悬挂支架连接且底部开口的箱体，箱体前端下部设有旋耕装置，旋耕装置的后部上方设有转动连接在箱体的侧壁上且可与动力装置及变速箱连接的取土滚筒，取土滚筒通过传动装置与动力机构传动连接；在取土滚筒的上方并排设置有若干个箱内火焰喷枪，箱内火焰喷枪电连接有电子点火系统，本发明结构简单，操作方便，整机质量小、疏松土壤深度大，深松后的土壤颗粒小且火焰喷射温度高，在瞬间对土壤进行一次深翻疏松两次高温烘烤，具有高效消灭土壤中菌虫的效果。"
"11531042","用于分配待被喷射到表面上的液体产品的装置和方法","CN201180039882.7","该装置（1）包括喷射杆（5），喷射杆包括多个连接管道（6），连接管道具有连接至液体产品（2）的源（3）的至少一个入口（7）以及与喷嘴（8）连通的出口。装置（1）进一步包括：多个用于测量能够确定管道之间的压力差或相应的管道（6）中的压力的量的传感器（9）、设计成改变相应的管道（6）中获得的压力的多个构件（11）、以及用于估算管道（6）之间的压力差并控制构件（11）以减少这些压力差或使这些压力相等的至少一个控制单元（12）。因此，装置（1）可限制压力差，并且由此限制喷嘴（8）之间的液体产品的流速差，特别是限制在较大坡度的地形上前进的长喷射杆的端部之间的液体产品的流速差。"
"11531741","利用剑毛帕厉螨防治食用菌害虫的方法","CN201310187391.8","本发明涉及利用捕食螨防治食用菌害虫的方法，是先对厉螨科、寄螨科和巨螯螨科的捕食螨产品进行处理，然后利用处理好的捕食螨产品防治食用菌害螨、菇蚊、菇蝇、线虫和跳虫等害虫。本发明为捕食螨在食用菌害虫生物防治中的应用提供一个新的技术方案，能够为捕食螨的使用提供一种实用的技术指导。本发明结合我国食用菌种植现状，总结了我们应用捕食螨防治食用菌害虫的实践经验，提供一种很实用的技术方案。应用本方法防治食用菌害虫，防效在50％以上。"
"11532047","一种旋风式负压气流捕虫机","CN201310366550.0","本发明涉及一种捕虫机，具体涉及一种旋风式负压气流捕虫机。它由机架、电机、抽风机、成风箱、负压风罩、抽风筒和回风管构成，机架上装有负压风罩，负压风罩顶部装有电机和抽风机，抽风机通过抽风筒与负压风罩连通，抽风筒上套装有成风箱，成风箱通过回风管与负压风罩连通，成风箱并通过连通管与抽风机的出风口连通。该捕虫机结构简单，捕杀效果好，不会对环境和人体健康造成危害，解决了现有物理方法不能达到全部捕杀，化学方法易对环境造成危害，并且易在蔬菜上残留，危害人们身体健康的问题，为人们吃上放心菜提供了保证，特别适用于蔬菜农田的害虫捕杀使用。"
"11532481","一种能缓释出具有引诱作用的挥发性物质来控制昆虫的可生物降解的装置","CN200980102477.8","本发明公开了一种可生物降解的装置，其能缓释出对昆虫具有引诱剂作用的挥发性物质，该装置广泛应用在农作物领域。"
"11533238","自动喷雾机","CN201110266199.9","本发明公开了一种自动喷雾机，涉及植保机械技术领域，包括行驶单元(1)、控制单元(2)，还包括：载于行驶单元(1)上的喷雾机架单元(3)；所述喷雾机架单元(3)包括：固定支架(4)、安装于所述固定支架(4)上的活动支架(5)以及对称安装于所述活动支架(5)两侧的喷杆桁架(6)；所述喷杆桁架(6)上安装有喷头(7)；所述控制单元(2)包括：升降单元(8)，用于控制所述活动支架(5)升降；转动单元(9)，用于控制所述喷杆桁架(6)转动。本发明能够对不同种植方式的作物进行自动喷雾，可对吊蔓式及苗床式两种种植方式的作物进行喷雾，提高了喷雾效率，给用户带来了方便。"
"11535851","一种捕虫器","CN201310072717.2","本发明公开了一种捕虫器，包括带开口的捕虫器本体，特点是：还包括挂钩和与开口相配合的锥形塞，捕虫器本体由透明材质制作而成，锥形塞的表面设置有太阳能接收板，锥形塞内设置有太阳能充放电控制电路板和发光器件，太阳能接收板和发光器件分别与太阳能充放电控制电路板连接；捕虫器本体内设置有容纳虫子的空腔，捕虫器本体的底部设置有凸嘴，凸嘴向空腔内凸起，凸嘴内设置有纵向通孔，从而在捕虫器本体内形成一环形凹槽；优点是：使用方便、环保，可在室内或室外灵活使用，且白天和夜晚均可使用，尤其适用于家庭、公园、花园及各种需灭虫的其他场合。"
"11536695","一种用于电灭蚊器自动控制装置的回流缸","CN201310414526.X","一种用于电灭蚊器自动控制装置的回流缸，由引流缸、一号孔、二号孔、三号孔、四号孔、出气口、回气口组成。其特征是：引流缸的顶内侧的两端各设计一个二号孔，二号孔的下面左边开有一个通孔的回气口，右边开有一个通孔的出气口，在回气口与出气口的下面分别设计一个向上倾斜的三号孔，在左侧三号孔的下面设计一个四号孔，在出气口的上下两侧各开有一个一号孔。左边吹气机的气流从出气口向回气口流动，出气口与回气口之间形成一个气帘，使回流缸内形成一个相对密封的气帘容腔；气帘容腔内的蚊香片挥发气体借助气帘保护使挥发气体在回流缸存储使用。有益效果：具有实现借助气帘密封回流缸内的蚊香片挥发气体的功能。"
"11537299","适应动物的光照方法和系统","CN200980137288.4","一种光照方法，包括步骤：发射（101）适合于为人类活动提供光照的光；检测指示动物（6）的存在性的动物指示信号（7）；响应于检测的所述动物（6）的存在性而临时改变（105）所述光的至少一个属性。"
"11540933","用于喷射农药的喷射设备和将农药喷射到邻近结构物的土壤中的方法","CN201180019851.5","一种处理邻近结构物的土壤的方法总的包括将喷射设备定位在大体上邻近结构物的第一喷射部位上方。该喷射设备操作成在不事先在第一喷射部位扰乱土壤的情况下在第一喷射部位将农药向下喷射到土壤中。将喷射设备移动到至少部分地不同于第一喷射部位并且大体上邻近结构物的第二喷射部位上方。操作喷射设备以在不事先在第二喷射部位扰乱土壤的情况下在第二喷射部位将农药向下喷射到土壤中。"
"11542121","一种捕鼠装置","CN201310287440.5","本发明公开了一种捕鼠装置，包括塑料桶，塑料桶的上方设一桶盖，桶盖上设有两个孔，桶盖下设有一铁丝，所述铁丝的下方设有一弯钩，弯钩上设有诱饵，铁丝与电源开关相连，电源开关与灯泡、电机、高压气囊及电炉子相连，高压气囊通过压力检测装置与压力报警器相连，所述高压气囊、灯泡、压力检测装置与压力报警器均设在塑料桶的外面；该装置构造简单，使用方便，成本低，而且捕鼠效果好，可广泛用于家庭，饭店，社区，学校等。"
"11545566","智能虫情测报装置","CN201310003316.1","本发明公开了一种智能虫情测报装置，包括盖体和与盖体相配合的箱体；箱体上设置有至少一个通孔；每个通孔配有一红外传感器；红外传感器与控制面板连接；盖体上设置有用于放置诱芯的诱芯管；诱芯管穿过盖体伸入箱体内。该智能虫情测报装置不仅提高了计数准确度，同时也提高了计数效率；通孔设置成锥形，防止进入箱体的害虫逃跑或者在通孔周围来回徘徊，进而影响计数；使用的诱芯可根据需求更换，也起到对害虫分类的目的；诱芯设置在诱芯管内，防止雨水浸湿，延长诱芯使用寿命；能够实现时间段计数，为进行昆虫习性研究和害虫的预报提供可靠的依据。"
"11545922","一种生态景观型防虫方法及系统","CN201310119818.0","本发明提供一种生态景观型防虫方法及系统，所述方法应用于工房周围景观的构建中，所述防虫方法具体包括：沿所述工房外围一周种植具有驱虫功能的植物形成驱虫区；在所述驱虫区外侧且远离所述驱虫区处构建团块状湿地、绿地或水池形成诱虫区；在所述驱虫区外侧及所述诱虫区外侧种植树木、铺建道路或广场形成隔离区；在所述诱虫区中培养鱼类或两栖动物、在所述驱虫区和隔离区之间设置杀虫灯；在所述湿地外侧种植由高到低的树木形成垂直三角形隔离区，所述湿地和所述垂直三角形隔离区之间种植草地形成过渡区域。本发明将生态景观的负面效应产生的虫的数量降到最低，最大限度的减少进入到卷烟生产工房的虫子数量。"
"11546456","电子灭蚊系统","CN201310348208.8","本发明提供一种电子灭蚊系统，包括左听觉单元、右听觉单元、电蚊拍；所述左听觉单元包括左听筒、左麦克风，所述左听筒和左麦克风制成一体，且具有如下结构特征：所述左听筒塞入耳道内时，所述左麦克风处于耳廓的包围区域内，且所述左听筒发出的声音经隔音部件以及耳道的限制，与所述左麦克风形成隔音；所述右听觉单元亦包括右听筒、右麦克风，结构特征与左听觉单元相同；所述左、右麦克风所采集到的声音，经由功放模块放大后，分别输送给左、右听筒。该系统可以方便地判别蚊虫的踪迹，然而通过电蚊拍轻易将其消灭。"
"11546744","一种机场针毯驱鸟装置","CN201310625499.0","本发明提供一种机场针毯驱鸟装置，包括提升带、针槽、不锈钢针，所述不锈钢针通过针组件安装在针槽内，所述针槽安装在提升带上，相邻的两个针组件通过联动拉杆连接。针槽底部通过铆钉与提升带连接，还包括电动卷筒机构和导向机构。本发明可在机场内有草坪的区域，根据草坪的面积大小选择不同规格的产品进行铺设；具有重量轻结构简单等特点，铺设、撤收灵活可靠，节约时间；既无噪音污染，也无化学污染，对人类、鸟类和生态环境都不会造成危害，是一种绿色的可持续发展使用的产品。"
"11548361","驱蚊贴","CN201210128018.0","本发明公开了一种驱蚊贴，包括具有驱蚊植物精油的基质层，所述基质层复合于一背衬上，所述背衬连结有粘贴层，所述粘贴层外覆盖有保护层；所述驱蚊植物精油为香茅精油、尤加利精油中的一种或者香茅精油和尤加利精油的混合物。本发明采用纯植物精油配方驱蚊，具有绿色无毒、安全有效、健康环保的特点；而且其携带方便，使用安全，驱蚊效果持久。"
"11551211","肿腿蜂携带层出镰刀菌防治杨十斑吉丁虫幼虫的方法","CN201310220763.2","本发明涉及一种肿腿蜂携带层出镰刀菌防治杨十斑吉丁虫幼虫的方法，该方法利用白蜡吉丁肿腿蜂携带层出镰刀菌主动传染杨十斑吉丁幼虫，在白蜡吉丁肿腿蜂寄生的同时，增加杨十斑吉丁幼虫感染虫生真菌的机率，由于白蜡吉丁肿腿蜂和虫生病原真菌的协同复合效应，对杨十斑吉丁幼虫的防治有增效作用，提高了杨十斑吉丁幼虫死亡率，对寄主有较强的选择性和专化性，对高等动植物无毒害作用，不污染环境，具有可持续控制作用。该方法合理，可操作性强。解决了杨十斑吉丁防治难度大、防治效果差、农药残留等问题。为杨十斑吉丁幼虫的防治提供了新的途径。"
"11551905","超宽幅高提升同步转向打药机机架","CN201310523910.3","本发明公开了一种超宽幅高提升同步转向打药机机架，与现有技术相比，本发明通过提升油缸（29）推动提升轴（24），再带动提升轮（23），通过链条（28）带动喷架（9），充分利用了动滑轮的原理，使用普通的液压油缸就可以将喷架多提高一倍的高度，同时利用了天平的原理，再通过使用避震器（18）就可以使喷架（9）保持较高的平衡状态，从而可以安装超宽幅的折叠喷架，使打药机的效率更高，在L形牵引架（2）的侧面安装联通拖拉机前轮转向油缸的液压油缸，可以使打药机机架体的转向与拖拉机的前轮保持一致，从而可以实现打药机最小半径的转弯，减少了打药机转弯时对农作物的损坏。"
"11554965","一种自走式喷雾车","CN201310021337.6","本发明涉及一种自走式喷雾车，包括机架（1），在机架（1）的下面连接履带行走机构（2）和风机（16），在机架（1）的上面设有发动机（9）、分配器（12）、药液箱（16）、喷雾板（20）和管道固定架（23），在分配器（12）上连接药液泵（13），药液泵（13）连接发动机（9），分配器（12）通过管道分别与喷雾板（20）上的弧形喷杆（19）和喷枪相连通，喷枪管道绕在药液泵（13）上。风机（16）通过传动机构与发动机（9）相连接，风机（16）的出风口连接到喷雾板（20）。本发明的优点：本装置操作方便，劳动强度低，作业效率高。药液泵采用三联式柱塞泵其排量大，工作稳定可靠，药液箱容量大，喷药时间长。"
"11555875","高温在线灭菌机","CN201310349724.2","本发明涉及一种高温在线灭菌机，在拖拉机后桥连接传动箱（6），传动箱中的动力轴（21）带动链轮（8）；传动箱（6）上连接罩壳（13），罩壳（13）两侧分别与传动轴两端转动连接；传动轴的两端分别设有前链轮（8），罩壳（13）两侧分别连接后链轮（15），后链轮轴内端与滚筒（18）相连；罩壳（13）前部设有一组燃气喷枪（12），每个燃气喷枪分别通过气管（10）与设置在燃气储罐（3）上的减压阀连接，燃气喷枪（12）喷出的火焰与滚筒的刮板（16）翻过来的土壤形成加热配合。本发明的优点在于：由于本发明采用了辊筒刮板结构，借用了拖拉机输出轴的动力，本发明具有操作方便、灭菌效率高、效果好的特点。另外本发明结构简单、维修量小、成本低。"
"11559163","基于DSP和物联网的果园橘小实蝇虫害识别系统","CN201310033795.1","本发明公开了一种基于DSP和物联网的果园橘小实蝇虫害识别系统，包括安装支架，固定于安装支架的新型捕虫器，安装于新型捕虫器上方的工业摄像头，以及固定于安装支架上的外壳；所述新型捕虫器内部设有光电检测模块，所述外壳内部安装有顺序连接的DSP数字图像处理模块、STM32功能电路、GSM/GPRS无线通信模块和充电控制模块；所述外壳表面设有显示器及触摸屏，所述充电控制模块还连接有太阳能电池板。本发明将DSP技术、机器视觉技术、物联网技术结合，将在DSP处理器平台上实现机器视觉技术，应用于果园橘小实蝇检测识别当中，实现对橘小实蝇快速、精准的检测识别；同时实现果园虫害的实时自动监测，减少人力物力在果园虫害监测过程中的耗费。"
"11559693","一种飞行器喷洒雾化装置","CN201310259891.8","本发明涉及一种飞行器喷洒雾化装置，包括喷洒本体、储气腔顶盖、第一液腔侧盖和第二液腔侧盖，所述喷洒本体的上顶面中间开设有储气腔室，所述储气腔室的底部开设有垂直于储气腔室底面的一排雾化喷气孔，所述喷洒本体的相对两个侧面分别开设有第一储液腔室和第二储液腔室，所述第一储液腔室和第二储液腔室的底面下侧且沿垂直于底面的方向开设有一排液孔，所述液孔与其对应的雾化喷气孔垂直连通。本发明的主要特点是：多个雾化喷气孔开在一个喷洒本体上，结构紧凑，施药效率高；与传统施药喷雾器的喷头部分相比，省去涡流室，不会出现滴漏现象，不采用喷头帽结构，而用喷洒本体上的圆柱型液孔，这种结构耐磨性好，使用寿命长。"
"11560012","一种熏蒸系统及其控制方法","CN201310332977.9","本发明的目的是提出一种熏蒸系统及其控制方法，以重复利用熏蒸气体，降低成本，并减少对大气的污染。本发明包括气体发生装置、风机、第一膜分离装置、第二膜分离装置和至少两个熏蒸仓；第一膜分离装置、第二膜分离装置均设有进气端、直通出气端和渗透出气端，渗透出气端设有真空泵，直通出气端通往大气；熏蒸仓均设有第一管路、第二管路和第三管路；各个熏蒸仓的第一管路与气体发生装置的出气管、风机的进气端连通；风机的出气端与第一膜分离装置的进气端连通，第一膜分离装置的渗透出气端与各个熏蒸仓的第二管路连通；各个熏蒸仓的第三管路与第二膜分离装置的进气端连通，第二膜分离装置的渗透出气端与第一膜分离装置的进气端连通。"
"11560036","灭鼠装置","CN201310445228.7","本发明涉及灭鼠技术领域，具体涉及灭鼠装置。灭鼠装置，包括：扫描单元、电磁射击单元及控制器；扫描单元与控制器相连，用于扫描老鼠目标，并将扫描的数据发送给所述控制器；控制器，用于根据扫描单元发送的数据生成射击指令；电磁射击单元与控制器相连，用于根据射击指令进行相应的射击动作。采用本发明实施例的灭鼠装置灭鼠不影响其它动物的生存，且能够提高灭鼠效率。"
"11563771","温室自动喷药机器人","CN201310272642.2","本发明涉及设施农业智能装备技术领域，特别涉及一种温室自动喷药机器人，其包括轨道行走部件、固定于所述轨道行走部件上的药液喷施部件以及分别与所述轨道行走部件和药液喷施部件连接的控制部件；所述轨道行走部件包括驱动装置和轨道轮，所述轨道轮行走于一组轨道上，所述控制部件用于自动控制所述轨道行走部件的行走以及药液喷施部件的喷施。本发明提供的温室自动喷药机器人，以轨道轮为支撑，并行走于轨道上，只需在地面铺设轨道，不需要搭建支撑架，成本低适于在小型温室内使用。此外，这种轨道自动行走方式对温室内不平整路面的适应性较强，在凹凸地面也能很好地行驶，保证该机器人行走顺畅。"
"11563970","一种产生农药定量直径喷洒雾滴的装置及方法","CN201310415264.9","本发明涉及农业技术领域，尤其涉及一种产生农药定量直径喷洒雾滴的装置及方法。该装置通过控制中心控制驱动电机，驱动电机带动丝杠转动，丝杠带动滑动器在导轨上到达指定准确位置，活塞随滑动器缓慢运动，将雾滴发生器里的药液定量挤出，活塞从雾滴腔里运动后挤出的药液通过引导管形成微小的单个雾滴，通过精准控制挤出药液量从而生成特定粒径的雾滴，可广泛用于水敏纸测试雾滴扩散、单个雾滴蒸发特性等研究以及农药特性试验，具有广阔的应用前景。"
"11564617","直接加热式熏烟装置","CN201110050318.7","本发明的直接加热式熏烟装置具有填充有熏烟剂(50)的有底筒状的容器(10)、和设置在上述容器(10)的开口部且形成通烟孔(23)和(25)的喷流板(20)、以及向熏烟剂(50)点火的点火具(30)，上述容器(10)的基材层(12)具有绝热性，在与被上述容器(10)和上述喷流板(20)划分开的熏烟室(11)相对应的内表面覆盖有红外线反射材料。优选上述红外线反射材料为铝。通过本发明，可以提供充分挥散药剂、且可抑制容器的设置面的温度上升、操作容易的直接加热式熏烟装置。"
